Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 6 - Tuesday 8 December 2015,,,,,,,,,,,,,,,
GROUP C - Estádio do SL Benfica - Lisbon,,,,,,,,,,,,,,,
,SL Benfica,,,,,,1 - 2,,,,Club Atlético de Madrid,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Júlio César,12,"94'48""",,,,,,,,,,,,
,Lisandro López,2,"94'48""",,,,,,,1,,,,,
,Ljubomir Fejsa,5,"94'48""",,,,,,,1,,,1,,
,Nicolás Gaitán,10,"76'21""",,,,,1,2,,3,1,,,
,Jonas,17,"61'51""",,,,,,1,,1,,,,
,Eliseu,19,"94'48""",,1,,,,1,2,,,,,
,Gonçalo Guedes,20,"46'16""",,,,,1,,1,,,,,
,P izzi,21,"94'48""",,,,,,,1,1,,,,
,Jardel,33,"94'48""",,,,,,,,1,,,,
,André Almeida,34,"94'48""",,,,,,,3,2,,,,
,Renato Sanches,85,"94'48""",,,,,1,,,5,,,,
,Ederson,1,,,,,,,,,,,,,
,Andreas Samaris,7,,,,,,,,,,,,,
,Raúl Jiménez,9,"32'57""",,1,,,1,,,2,,,,
,Kostas Mitroglou,11,"48'31""",1,1,,,1,,,1,,,,
,Victor Lindelöf,14,,,,,,,,,,,,,
,Talisca,30,,,,,,,,,,,,,
,Mehdi Carcela-González,39,"18'26""",,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'48""",,,,,,,,,,,,13,Jan Oblak
,,"94'48""",,,,,,,2,,1,1,,2,Diego Godín
,,"94'48""",,,,,,,1,1,,,,3,Filipe Luís
,,"94'48""",,,,,,,1,2,,,,6,Koke
,,"92'53""",,,,,,,,2,,,,7,Antoine Griezmann
,,"94'48""",,1,,,,1,4,,,,,14,Gabi
,,"94'48""",,,,,,,,,,,,15,Stefan Savić
,,"94'48""",1,2,,,,1,4,1,,1,,17,Saúl Ñíguez
,,"94'48""",,,,,,,2,2,,,,20,Juanfran
,,"73'22""",,1,,,,,1,,,,,21,Yannick Carrasco
,,"63'28""",1,1,,,,,1,,1,,,23,Luciano Vietto
,,,,,,,,,,,,,,1,Miguel Ángel Moyà
,,,,,,,,,,,,,,4,Guilherme Siqueira
,,"31'20""",,,,,1,,,,,,,9,Fernando Torres
,,"21'26""",,,,,,,1,1,,1,,10,Óliver Torres
,,,,,,,,,,,,,,16,Ángel Correa
,,,,,,,,,,,,,,22,Thomas Partey
,,"1'55""",,,,,,,,,,,,24,José María Giménez
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:10:14CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,09 Dec 2015
UEFA Media Information,,,,,,,,,,,,,,,
