Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 6 - Tuesday 8 December 2015,,,,,,,,,,,,,,,
GROUP B - VfL Wolfsburg Arena - Wolfsburg,,,,,,,,,,,,,,,
,VfL Wolfsburg,,,,,,3 - 2,,,,Manchester United FC,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Diego Benaglio,1,"95'15""",,,,,,,,,,,,
,Vieirinha,8,"79'43""",1,1,,,,1,,2,,,,
,Julian Draxler,10,"86'42""",,1,,,,,2,,1,,,
,Max Kruse,11,"95'15""",,,,,1,,,1,,,,
,Christian Träsch,15,"95'15""",,,,,,,1,,1,,,
,André Schürrle,17,"95'15""",,1,,,1,,2,1,1,1,,
,Dante,18,"95'15""",,,,,1,,1,2,,,,
,Josuha Guilavogui,23,"95'15""",,,,,,,1,2,,,,
,Naldo,25,"95'15""",2,2,,,,,1,1,,1,,
,Maximilian Arnold,27,"95'15""",,1,,,,,,2,,,,
,Ricardo Rodriguez,34,"15'39""",,,,,,,,1,,,,
,Koen Casteels,28,,,,,,,,,,,,,
,Nicklas Bendtner,3,,,,,,,,,,,,,
,Marcel Schäfer,4,"79'36""",,,,,,,,1,,,,
,Timm Klose,5,"15'32""",,,,,,,,,,,,
,Daniel Caligiuri,7,"8'33""",,,,,,,,,,,,
,Bas Dost,12,,,,,,,,,,,,,
,Sebastian Jung,24,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"95'15""",,,,,,,,,,,,1,David de Gea
,,"95'15""",,2,,,2,,1,1,1,,,7,Memphis Depay
,,"70'09""",,,,,,1,1,,2,,,8,Juan Mata
,,"95'15""",1,2,,,,,1,2,1,,,9,Anthony Martial
,,"95'15""",,,,,,1,2,,1,,,12,Chris Smalling
,,"95'15""",,,,,,1,2,1,,,,17,Daley Blind
,,"95'15""",,1,,,,,3,1,1,,,27,Marouane Fellaini
,,"95'15""",,,,,,,1,1,,1,,30,Guillermo Varela
,,"70'13""",,,,,1,,,,,,,31,Bastian Schweinsteiger
,,"95'15""",,1,,,,2,1,2,,,,35,Jesse Lingard
,,"42'54""",,,,,,,1,,,1,,36,Matteo Darmian
,,,,,,,,,,,,,,20,Sergio Romero
,,"25'02""",,,,,,,,,,,,16,Michael Carrick
,,,,,,,,,,,,,,18,Ashley Young
,,"25'06""",,,,,,1,,,,,,22,Nick Powell
,,,,,,,,,,,,,,33,Paddy McNair
,,"52'21""",,1,,,,,,,,,,43,Cameron Borthwick-Jackson
,,,,,,,,,,,,,,44,Andreas Pereira
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:08:23CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,09 Dec 2015
UEFA Media Information,,,,,,,,,,,,,,,
