1	1	1.53
14.67	11.33	13.68
4.33	2.67	4.89
7.33	6	5.23
3	2.67	3.56
1	0.33	0.31
4.33	4.33	3.4
3.33	5	4.78
1.67	1.67	2.58
		
		
0 0 0
0 0 0		
113060	109586	108286
		
0.33	2	1.96
0	0	0.04
6	13.33	12.5
8.67	10.67	11.86
362.33	558.33	430.61
105	150.33	108.06
220	357	275.36
37.33	51	47.19
317.67	496.33	380.95
90.67	131.33	92.15
203.67	327.67	252.99
23.33	37.33	35.81
88%	89%	35%
86%	87%	34%
93%	92%	36%
62%	73%	30%
33.7/11	43/11.3	36.6/14.7
25/7.7	33.3/10.3	22.7/10.8
6.7/3.3	14.3/5	9.3/4.9
