1.33	0.67	1.47
10.33	14.67	13.6
5	4.67	4.89
4	6.33	5.28
1.33	3.67	3.44
0	0.33	0.32
5	2.33	3.46
3.33	5.33	4.88
2	4	2.55
		
		
0 0 0
0 0 0
108931	107346	109095
		
2.33	3	2
0	0	0.06
12.67	17.33	12.65
14	16.67	11.99
378.67	505	428.25
92	116.67	108.65
242.33	322	272.22
44.33	66.33	47.39
332.67	452.67	378.03
78.67	99.67	92.66
222	300.67	249.63
32	52.33	35.75
88%	90%	29%
86%	85%	28%
92%	93%	30%
72%	79%	25%
24/18	49.7/13.7	36.2/15.2
14.7/12	28.7/13	22.2/11.3
6/3.7	13.7/4	9.3/4.8
