Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Round of 16 1st leg - Tuesday 24 February 2015,,,,,,,,,,,,,,,,,,,,,,,,,
City of Manchester Stadium - Manchester,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester City FC,,,,,,,,,,1 - 2,,,,,,,FC Barcelona,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,5,6,7,8,10,16,21,22,26,3,14,25,PC,PA,PC,PA,PC,PA,PC,PA,%
Joe Hart,1,"95'09""",,1,1,2,1,-,1,-,-,1,2,-,-,-,5,6,4,4,0,0,9,10,90%
Vincent Kompany,4,"95'09""",4,,10,1,3,1,1,-,-,4,5,-,-,-,4,7,22,22,3,4,29,33,88%
Pablo Zabaleta,5,"95'09""",1,5,,7,4,3,-,3,-,-,-,-,1,-,1,1,14,15,9,10,24,26,92%
Fernando,6,"95'09""",-,5,4,,7,5,1,1,-,4,7,-,-,2,1,1,23,25,12,14,36,40,90%
James Milner,7,"95'09""",-,3,3,2,,2,2,4,11,7,3,1,-,1,3,4,29,31,7,10,39,45,87%
Samir Nasri,8,"62'15""",-,1,1,2,2,,4,3,2,4,2,-,-,-,2,2,11,11,8,8,21,21,100%
Edin Džeko,10,"68'34""",-,-,-,1,3,1,,-,3,2,1,-,-,-,0,0,8,11,3,6,11,17,65%
Sergio Agüero,16,"95'09""",-,-,1,-,4,3,3,,-,1,-,-,-,-,0,0,9,10,3,8,12,18,67%
David Silva,21,"78'19""",-,3,-,5,6,2,5,5,,7,1,-,-,-,0,0,26,27,8,8,34,35,97%
Gaël Clichy,22,"74'18""",2,-,-,2,6,3,5,3,9,,5,-,-,3,4,5,27,30,7,9,38,44,86%
Martín Demichelis,26,"95'09""",1,7,-,1,4,1,1,1,3,9,,1,2,1,3,3,25,30,4,5,32,38,84%
Bacary Sagna,3,"16'51""",-,-,-,1,-,-,-,-,-,-,-,,-,-,0,0,0,0,1,1,1,1,100%
Wilfried Bony 14,,"26'35""",-,-,-,-,-,-,-,-,-,-,1,-,,-,0,0,1,1,0,1,1,2,50%
Fernandinho 25,,"32'55""",-,-,-,2,3,-,-,1,2,-,1,-,1,,2,3,4,5,4,5,10,13,77%
Total passes received:,,,8,25,20,26,43,21,23,21,31,39,28,2,4,7,25,32,203 222,,69,89,297,343,87%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,3,4,5,8,9,10,11,14,18,22,7,21,24,PC,PA,PC,PA,PC,PA,PC,PA,%
ter Stegen,1,"95'09""",,2,-,1,-,-,1,1,3,4,3,-,-,-,7,7,7,7,1,1,15,15,100%
Gerard Piqué,3,"95'09""",4,,5,4,4,2,3,1,10,4,11,-,5,2,9,11,39,42,7,7,55,60,92%
Ivan Rakitić,4,"72'05""",1,1,,7,2,3,8,-,2,-,9,-,-,-,2,2,16,19,15,17,33,38,87%
Sergio Busquets,5,"95'09""",-,6,6,,8,1,9,3,11,8,8,3,-,1,5,5,37,40,22,23,64,68,94%
Andrés Iniesta,8,"95'09""",1,6,4,8,,6,6,11,8,25,5,3,1,2,3,4,56,57,27,29,86,90,96%
Luis Suárez,9,"95'09""",-,-,1,3,3,,2,2,2,3,3,1,2,-,0,0,14,20,8,12,22,32,69%
Lionel Messi,10,"95'09""",-,1,8,8,14,5,,4,4,4,14,3,4,-,5,8,35,38,29,30,69,76,91%
Neymar,11,"80'57""",-,2,1,3,9,6,5,,-,2,1,-,1,-,1,1,16,18,13,14,30,33,91%
Javier Mascherano,14,"95'09""",1,15,1,8,8,-,4,2,,5,3,-,3,-,10,10,33,35,7,7,50,52,96%
Jordi Alba,18,"95'09""",2,7,1,4,19,5,5,9,8,,-,2,-,1,3,3,34,35,26,29,63,67,94%
Daniel Alves,22,"75'32""",-,6,7,8,4,6,22,-,1,1,,-,-,-,4,6,33,35,18,19,55,60,92%
Pedro Rodríguez,7,"14'12""",-,-,-,-,3,1,2,-,1,3,-,,1,1,0,0,5,5,7,7,12,12,100%
Adriano 21,,"19'37""",-,5,-,1,2,1,3,-,1,-,-,-,,3,4,4,8,8,4,4,16,16,100%
Jérémy Mathieu 24,,"23'04""",-,2,-,2,1,-,-,1,1,6,-,1,1,,1,1,14,14,0,0,15,15,100%
Total passes received:,,,9,53,34,58,78,36,70,34,52,65,57,13,18,10,54,62,347 373 184 199,,,,585,634,92%
,,,,,,,,,,,,,,,,,,,,,,,,00:31:40CET,
TP: Time played,PA: Passes attempted,,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,25 Feb 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
