Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Round of 16 2nd leg - Wednesday 18 March 2015,,,,,,,,,,,,,,,,,,,,,,,,,
BVB Stadion Dortmund - Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,
Borussia Dortmund,,,,,,,,,,0 - 3,,,,,,,,Juventus,,,,,,,
,,,,,,,,Juventus win 5 - 1 on aggregate,,,,,,,,,,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,6,8,10,11,15,17,23,25,29,16,20,21,PC,PA,PC,PA,PC,PA,PC,PA,%
Roman Weidenfeller,1,"92'04""",,1,-,-,1,-,2,-,-,-,-,-,-,1,1,2,4,4,0,0,5,6,83%
Neven Subotić,4,"92'04""",4,,7,8,1,1,11,-,3,4,3,6,-,3,9,9,34,36,9,12,52,57,91%
Sven Bender,6,"63'49""",-,4,,11,5,2,5,1,3,6,5,-,-,5,3,4,29,36,15,15,47,55,85%
İlkay Gündoğan,8,"92'04""",-,9,9,,4,2,10,3,4,13,9,7,4,4,14,15,48,51,16,21,78,87,90%
Henrikh Mkhitaryan,10,"64'02""",-,-,4,2,,3,1,2,4,2,2,-,-,-,0,0,7,9,13,18,20,27,74%
Marco Reus,11,"92'04""",-,1,3,4,4,,1,3,3,8,4,-,-,4,3,3,20,21,12,14,35,38,92%
Mats Hummels,15,"92'04""",1,6,4,7,2,6,,2,7,13,6,4,-,3,11,17,43,45,7,10,61,72,85%
Aubameyang,17,"92'04""",-,-,3,4,1,3,-,,1,1,-,-,-,2,1,1,7,9,7,7,15,17,88%
Kevin Kampl,23,"92'04""",-,2,5,10,-,3,3,-,,1,5,2,2,4,1,1,26,28,10,11,37,40,92%
Papastathopoulos,25,"92'04""",1,7,8,6,3,8,4,-,7,,1,2,-,3,2,2,29,33,19,20,50,55,91%
Marcel Schmelzer,29,"46'01""",-,1,4,5,5,3,7,-,1,-,,-,-,-,1,3,18,22,7,8,26,33,79%
Jakub Błaszczykowski 16,,"28'02""",-,2,-,5,-,-,-,1,8,1,-,,2,4,1,1,15,15,7,9,23,25,92%
Adrián Ramos 20,,"28'15""",-,1,-,3,-,1,-,1,-,1,-,1,,2,1,1,4,5,5,5,10,11,91%
Oliver Kirch 21,,"46'03""",-,4,-,8,1,2,4,3,5,3,-,5,-,,4,5,21,21,10,10,35,36,97%
Total passes received:,,,6,38,48,73,27,34,48,16,46,53,35,27,8,35,52,64,305 335 137 160,,,,494,559,88%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,3,6,8,9,10,19,23,26,33,37,7,15,32,PC,PA,PC,PA,PC,PA,PC,PA,%
Gianluigi Buffon,1,"92'04""",,3,-,1,-,-,8,-,1,1,-,-,9,-,0,1,22,22,1,1,23,24,96%
Giorgio Chiellini,3,"92'04""",2,,-,5,3,-,7,3,3,13,2,2,-,-,6,8,31,34,3,3,40,45,89%
Paul Pogba,6,"26'31""",1,1,,-,1,1,-,2,-,2,-,-,-,-,2,2,5,6,1,1,8,9,89%
Claudio Marchisio,8,"92'04""",2,3,1,,3,3,6,7,6,9,7,-,2,-,9,11,28,33,12,12,49,56,88%
Álvaro Morata,9,"78'34""",-,-,-,3,,5,-,3,1,3,1,-,-,-,1,1,8,9,7,10,16,20,80%
Carlos Tévez,10,"81'46""",-,2,2,2,4,,1,6,4,3,3,-,1,-,4,4,19,21,5,6,28,31,90%
Leonardo Bonucci,19,"92'04""",3,6,1,4,2,2,,6,3,4,2,-,7,-,5,9,30,32,5,6,40,47,85%
Arturo Vidal,23,"92'04""",-,10,-,8,5,3,4,,2,10,6,-,1,-,1,2,36,40,12,15,49,57,86%
Stephan Lichtsteiner,26,"92'04""",-,-,-,7,2,2,5,3,,-,9,-,3,2,3,4,22,24,8,11,33,39,85%
Patrice Evra,33,"92'04""",-,10,2,3,3,8,1,12,-,,1,4,-,-,0,1,33,38,11,13,44,52,85%
Roberto Pereyra,37,"92'04""",-,-,1,5,4,4,3,2,10,1,,-,2,-,1,1,21,21,10,12,32,34,94%
Simone Pepe,7,"10'18""",-,1,-,1,-,-,1,3,-,1,-,,-,-,0,0,6,6,1,1,7,7,100%
Andrea Barzagli 15,,"65'33""",-,-,-,4,1,1,4,-,10,-,5,-,,-,2,4,20,21,3,4,25,29,86%
Alessandro Matri 32,,"13'30""",-,-,-,-,-,-,-,-,2,-,-,-,-,,0,0,0,0,2,2,2,2,100%
Total passes received:,,,8,37,7,43,28,29,40,47,42,47,36,6,25,2,34,48,281 307,,81,97,396,452,88%
,,,,,,,,,,,,,,,,,,,,,,,,00:47:57CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,19 Mar 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
