Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Round of 16 2nd leg - Tuesday 17 March 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Estadio Vicente Calderón - Madrid,,,,,,,,,,,,,,,,,,,,,,,,,
Club Atlético de Madrid,,,,,,,,,,1 - 0,,,,,,Bayer 04 Leverkusen,,,,,,,,,
,,,,,,,Club Atlético de Madrid win 3 - 2 on penalties,,,,,,,,,,,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,6,7,9,10,18,20,22,23,24,13,8,19,PC,PA,PC,PA,PC,PA,PC,PA,%
Miguel Ángel Moyà,1,"22'08""",,1,-,-,1,-,-,-,-,-,-,-,-,-,1,1,1,1,0,0,2,2,100%
Mario Suárez,4,"130'16""",-,,8,2,1,5,2,9,1,1,1,-,-,-,1,3,21,24,8,8,30,35,86%
Koke,6,"130'16""",-,4,,9,2,11,7,1,2,2,-,-,3,2,3,6,26,31,14,17,43,54,80%
Antoine Griezmann,7,"130'16""",-,1,3,,3,10,1,2,-,1,-,-,1,2,2,2,13,23,9,13,24,38,63%
Mario Mandžukić,9,"87'06""",-,1,2,4,,3,-,-,2,-,-,-,2,-,1,3,7,11,6,8,14,22,64%
Arda Turan,10,"130'16""",-,1,10,7,2,,7,5,2,2,-,-,2,4,2,5,24,29,16,20,42,54,78%
Jesús Gámez,18,"130'16""",-,2,5,1,-,7,,-,1,1,-,-,-,-,0,1,10,13,7,8,17,22,77%
Juanfran,20,"130'16""",-,2,1,5,3,1,-,,1,-,-,-,8,1,4,7,7,7,11,12,22,26,85%
Cani,22,"49'08""",-,3,-,3,1,-,-,-,,-,-,-,-,-,0,1,5,7,2,4,7,12,58%
Miranda,23,"130'16""",2,3,7,1,-,1,4,-,1,,1,-,1,-,3,9,9,11,9,9,21,29,72%
José María Giménez,24,"130'16""",-,1,-,1,1,2,-,3,1,-,,1,1,-,2,4,6,8,3,5,11,17,65%
Jan Oblak 13,,"108'08""",-,-,-,-,1,-,-,-,-,-,-,,-,-,1,1,0,0,0,0,1,1,100%
Raúl García,8,"81'08""",-,-,1,2,1,1,1,1,-,-,-,-,,1,2,5,4,12,2,2,8,19,42%
Fernando Torres 19,,"43'11""",-,1,-,1,-,1,-,-,-,-,-,-,-,,0,0,1,2,2,3,3,5,60%
Total passes received:,,,2,20,37,36,16,42,22,22,11,7,2,1,18,10,22,48,134 179,,89,109,245,336,73%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,5,7,8,9,10,13,18,21,27,38,6,11,14,PC,PA,PC,PA,PC,PA,PC,PA,%
Bernd Leno,1,"130'16""",,3,-,-,2,-,1,1,2,-,-,-,3,-,6,8,6,6,0,0,12,14,86%
Emir Spahić,5,"130'16""",8,,-,1,-,2,2,3,7,3,2,1,1,1,5,10,22,26,4,5,31,41,76%
Son Heung-Min,7,"80'41""",-,-,,1,4,4,-,4,-,4,1,-,-,-,0,0,10,14,8,11,18,25,72%
Lars Bender,8,"112'19""",-,-,2,,4,4,2,2,4,-,8,1,-,-,1,2,17,20,9,13,27,35,77%
Josip Drmić,9,"72'36""",-,-,2,-,,5,2,-,-,1,1,-,-,-,0,1,4,6,7,8,11,15,73%
Hakan Çalhanoğlu,10,"130'16""",-,-,4,3,-,,2,3,-,4,11,-,1,-,2,5,13,18,13,16,28,39,72%
Roberto Hilbert,13,"130'16""",-,-,1,2,1,3,,-,1,1,5,2,1,-,0,1,10,16,7,11,17,28,61%
Wendell,18,"130'16""",-,3,5,-,1,2,-,,-,9,3,3,-,-,1,4,13,16,12,15,26,35,74%
Ömer Toprak,21,"130'16""",3,5,2,2,1,2,1,4,,3,-,-,-,1,1,5,18,22,5,6,24,33,73%
Gonzalo Castro,27,"130'16""",1,2,5,5,2,4,4,10,1,,5,-,2,-,2,4,29,35,10,14,41,53,77%
Karim Bellarabi,38,"130'16""",-,-,2,4,-,6,4,-,1,2,,2,-,-,0,0,10,16,11,15,21,31,68%
Simon Rolfes,6,"49'35""",-,-,-,1,-,-,-,1,-,5,3,,4,-,0,2,9,10,5,8,14,20,70%
Stefan Kiessling 11,,"57'40""",-,-,-,1,-,1,-,-,1,6,3,2,,-,0,0,5,8,9,15,14,23,61%
Papadopoulos 14,,"17'58""",-,-,-,-,-,-,-,1,-,-,-,1,-,,0,0,1,2,1,1,2,3,67%
Total passes received:,,,12,13,23,20,15,33,18,29,17,38,42,12,12,2,18,42,167 215 101 138,,,,286,395,72%
,,,,,,,,,,,,,,,,,,,,,,,,02:25:20CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,18 Mar 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
