Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Quarter-finals 2nd leg - Tuesday 21 April 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Fußball Arena München - Munich,,,,,,,,,,,,,,,,,,,,,,,,,
FC Bayern München,,,,,,,,,,6 - 1,,,,,,,,FC Porto,,,,,,,
,,,,,,,FC Bayern München win 7 - 4 on aggregate,,,,,,,,,,,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,3,6,9,13,17,18,19,21,25,28,4,20,30,PC,PA,PC,PA,PC,PA,PC,PA,%
Manuel Neuer,1,"95'07""",,1,1,1,2,5,3,1,2,-,6,-,-,-,7,18,9,9,6,6,22,33,67%
Xabi Alonso,3,"95'07""",3,,12,3,5,8,3,5,5,4,2,2,-,-,4,5,36,41,12,14,52,60,87%
Thiago Alcántara,6,"91'48""",-,4,,2,2,4,3,9,7,6,6,-,1,-,3,6,23,26,18,20,44,52,85%
Robert Lewandowski,9,"95'07""",-,1,1,,2,-,3,7,1,4,-,-,1,-,0,0,9,9,11,17,20,26,77%
Rafinha,13,"73'52""",3,5,4,1,,11,-,1,14,7,4,-,-,-,6,7,38,39,6,10,50,56,89%
Jérôme Boateng,17,"95'07""",8,6,4,5,9,,1,3,8,1,7,-,-,1,7,12,38,41,8,8,53,61,87%
Juan Bernat,18,"95'07""",1,3,5,4,-,2,,5,-,2,5,-,-,-,1,1,14,17,12,12,27,30,90%
Mario Götze,19,"87'59""",1,2,8,6,1,2,10,,4,3,-,-,-,-,0,0,20,22,17,19,37,41,90%
Philipp Lahm,21,"95'07""",1,6,1,2,15,8,-,4,,5,2,-,-,1,0,0,28,30,17,24,45,54,83%
Thomas Müller,25,"95'07""",-,2,1,8,5,-,2,3,3,,-,-,-,-,1,1,16,21,7,8,24,30,80%
Holger Badstuber,28,"95'07""",8,3,5,1,2,10,6,5,3,1,,-,2,-,6,8,29,29,11,12,46,49,94%
Dante,4,"3'19""",-,2,-,-,-,-,-,-,-,-,1,,-,-,1,1,1,1,1,1,3,3,100%
Sebastian Rode 20,,"21'15""",-,1,-,1,-,-,-,-,-,-,1,-,,-,0,0,2,2,1,1,3,3,100%
Mitchell Weiser 30,,"7'08""",-,-,-,1,-,1,-,-,1,-,-,1,-,,0,0,1,1,3,3,4,4,100%
Total passes received:,,,25,36,42,35,43,51,31,43,48,33,34,3,4,2,36,59,264 288 130 155,,,,430,502,86%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,12,3,4,5,6,7,8,9,13,16,30,15,21,36,PC,PA,PC,PA,PC,PA,PC,PA,%
Fabiano,12,"95'07""",,-,2,7,1,-,-,1,1,-,-,-,1,-,3,3,10,10,0,0,13,13,100%
Bruno Martins Indi,3,"95'07""",3,,-,8,5,1,4,5,-,4,6,1,-,1,3,8,21,23,14,16,38,47,81%
Maicon,4,"95'07""",2,3,,1,4,-,1,1,1,4,3,1,9,-,5,9,22,24,3,3,30,36,83%
Iván Marcano,5,"88'38""",4,10,3,,6,-,2,3,-,5,6,2,1,4,4,6,33,34,9,10,46,50,92%
Casemiro,6,"95'07""",1,5,2,4,,1,1,3,-,4,-,2,2,3,5,10,17,18,6,8,28,36,78%
Ricardo Quaresma,7,"47'03""",-,-,-,1,-,,1,-,1,-,-,-,-,-,1,1,1,3,1,2,3,6,50%
Yacine Brahimi,8,"68'48""",-,6,2,1,2,-,,1,-,2,2,-,3,-,1,1,12,13,6,7,19,21,90%
Jackson Martínez,9,"95'07""",-,4,-,-,-,2,2,,-,4,9,1,2,1,1,1,10,12,14,19,25,32,78%
Diego Reyes,13,"32'07""",-,-,1,-,-,1,-,-,,2,1,-,-,-,0,0,4,4,1,1,5,5,100%
Hector Herrera,16,"95'07""",-,4,4,1,2,1,3,5,1,,8,2,9,6,5,6,23,28,18,21,46,55,84%
Óliver Torres,30,"95'07""",-,3,3,6,1,-,6,2,-,11,,-,3,5,3,6,26,31,11,12,40,49,82%
Evandro 15,,"26'19""",-,-,2,2,-,-,-,1,-,4,2,,-,2,0,0,9,9,4,4,13,13,100%
Ricardo 21,,"63'00""",-,-,5,-,2,1,-,3,-,7,6,1,,3,4,4,15,16,9,10,28,30,93%
Rúben Neves 36,,"48'04""",-,2,4,10,3,-,2,-,-,3,3,2,2,,4,6,21,24,6,7,31,37,84%
Total passes received:,,,10,37,28,41,26,7,22,25,4,50,46,12,32,25,39,61,224 249 102 120,,,,365,430,85%
,,,,,,,,,,,,,,,,,,,,,,,,00:30:22CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,22 Apr 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
