Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 3 - Tuesday 20 October 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Group F - Stadion Maksimir - Zagreb,,,,,,,,,,,,,,,,,,,,,,,,,
GNK Dinamo Zagreb,,,,,,,,,,0 - 1,,,,,,,Olympiacos FC,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,34,2,8,10,11,13,15,19,30,77,87,9,20,24,PC,PA,PC,PA,PC,PA,PC,PA,%
Eduardo,34,"94'33""",,-,2,-,6,-,2,2,-,1,6,-,-,-,9,26,9,9,1,1,19,36,53%
Soudani,2,"94'33""",-,,3,6,2,1,2,-,1,1,-,-,-,1,1,2,9,12,7,7,17,21,81%
Domagoj Antolić,8,"94'33""",-,10,,8,3,5,2,13,5,7,10,-,2,-,10,11,36,42,19,21,65,74,88%
Paulo Machado,10,"94'33""",2,7,9,,3,6,2,6,2,9,8,-,-,-,11,17,27,29,16,17,54,63,86%
Junior Fernandes,11,"72'27""",-,-,5,1,,-,2,7,3,1,1,-,-,-,1,1,10,12,9,13,20,26,77%
Gonçalo Santos,13,"94'33""",6,1,-,3,1,,-,2,2,9,10,1,-,-,8,11,22,25,5,5,35,41,85%
Armin Hodžić,15,"60'31""",-,2,-,1,-,-,,-,4,-,1,-,-,-,1,1,4,6,3,6,8,13,62%
Josip Pivarić,19,"94'33""",1,-,12,5,6,2,3,,5,1,5,-,4,2,1,3,28,32,17,21,46,56,82%
Marko Rog,30,"86'46""",-,2,3,2,2,2,-,3,,2,2,1,1,-,0,1,11,16,9,12,20,29,69%
Alexandru Măţel,77,"94'33""",2,7,8,11,-,2,-,-,3,,1,1,-,-,2,2,21,22,12,14,35,38,92%
Jérémy Taravel,87,"94'33""",5,1,14,7,-,9,-,8,1,-,,-,-,-,2,6,34,40,9,9,45,55,82%
Ángelo Henríquez,9,"22'06""",-,1,-,1,-,-,-,-,-,-,1,,1,1,0,0,1,1,4,4,5,5,100%
Marko Pjaca 20,,"34'02""",-,-,-,1,1,-,-,4,1,-,-,-,,-,0,0,4,4,3,4,7,8,88%
Ante Ćorić 24,,"7'47""",-,-,-,-,-,-,-,1,-,1,-,1,-,,0,0,2,2,1,3,3,5,60%
Total passes received:,,,16,31,56,46,24,27,13,46,27,32,45,4,8,4,46,81,218 252 115 137,,,,379,470,81%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,16,3,5,7,11,14,23,26,90,92,99,6,10,30,PC,PA,PC,PA,PC,PA,PC,PA,%
Roberto,16,"94'33""",,1,1,-,2,-,5,5,1,2,2,-,-,-,12,19,6,6,1,1,19,26,73%
Alberto Botía,3,"94'33""",2,,10,-,2,4,7,-,1,-,1,-,-,-,1,5,17,17,9,10,27,32,84%
Luka Milivojević,5,"94'33""",-,4,,3,7,5,3,1,1,5,1,-,2,-,3,4,25,28,4,7,32,39,82%
Kostas Fortounis,7,"72'14""",-,2,1,,3,1,-,2,3,4,4,-,-,-,3,3,16,24,1,1,20,28,71%
Pajtim Kasami,11,"94'33""",-,1,2,6,,1,2,10,6,3,4,-,2,-,4,5,22,26,11,11,37,42,88%
Omar Elabdellaoui,14,"94'33""",2,2,4,1,1,,-,-,1,1,-,-,-,-,2,2,7,9,3,5,12,16,75%
Dimitris Siovas,23,"94'33""",5,7,1,1,3,-,,6,1,2,2,-,-,-,3,4,21,23,4,6,28,33,85%
Arthur Masuaku,26,"94'33""",2,-,-,3,6,-,6,,5,3,6,-,1,-,2,4,21,25,9,13,32,42,76%
Felipe Pardo,90,"83'20""",-,-,2,3,3,-,-,-,,1,4,-,-,-,0,0,9,13,4,8,13,21,62%
Sebá,92,"89'42""",-,-,1,6,3,1,-,2,1,,2,-,1,-,0,0,8,10,9,10,17,20,85%
Ideye Brown,99,"94'33""",-,-,1,3,2,-,-,5,3,1,,-,2,-,0,0,9,11,8,13,17,24,71%
Manuel da Costa,6,"4'51""",-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,0,0,0,0,0,0%
Alejandro Domínguez 10,,"22'19""",-,-,2,-,2,-,-,-,1,1,1,-,,-,1,2,2,2,4,6,7,10,70%
Leandro Salino 30,,"11'13""",1,1,-,-,1,-,-,-,-,-,-,-,-,,0,0,1,1,2,2,3,3,100%
Total passes received:,,,12,18,25,26,35,12,23,31,24,23,27,0,8,0,31,48,164 195,,69,93,264,336,79%
,,,,,,,,,,,,,,,,,,,,,,,,01:20:49CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,21 Oct 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
