Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 3 - Tuesday 20 October 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Group E - Borisov-Arena - Borisov,,,,,,,,,,,,,,,,,,,,,,,,,
FC BATE Borisov,,,,,,,,,,0 - 2,,,,,,,FC Barcelona,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,16,3,8,10,13,19,22,25,33,42,62,5,7,18,PC,PA,PC,PA,PC,PA,PC,PA,%
Sergei Chernik,16,"94'11""",,-,-,-,3,1,2,-,2,-,1,-,1,-,9,19,1,1,0,0,10,20,50%
Vitali Gaiduchik,3,"94'11""",1,,-,-,3,3,-,-,1,-,-,-,-,-,3,3,2,4,3,3,8,10,80%
Aleksandr Volodko,8,"94'11""",-,1,,6,-,2,4,1,4,-,2,-,1,-,1,3,10,15,10,14,21,32,66%
Nemanja Nikolić,10,"65'57""",1,-,3,,2,5,3,3,3,2,1,-,-,-,3,4,15,17,5,8,23,29,79%
Nikolai Signevich,13,"80'12""",-,-,2,3,,1,1,-,1,1,2,-,-,-,0,0,2,6,9,11,11,17,65%
Nemanja Milunović,19,"94'11""",2,-,3,1,2,,1,9,2,1,2,3,-,-,4,6,15,16,7,8,26,30,87%
Igor Stasevich,22,"94'11""",-,1,1,-,-,1,,-,8,-,-,-,3,-,2,2,9,14,3,9,14,25,56%
Filip Mladenović,25,"94'11""",1,-,3,3,5,3,-,,-,2,3,1,-,-,4,4,12,13,5,9,21,26,81%
Denis Polyakov,33,"94'11""",1,1,3,3,3,2,8,1,,1,3,-,2,-,3,6,20,22,5,9,28,37,76%
Maksim Volodko,42,"62'31""",-,-,-,2,1,-,-,1,-,,-,-,-,-,0,0,0,1,4,6,4,7,57%
Mikhail Gordeichuk,62,"94'11""",-,1,1,3,-,1,1,-,-,-,,1,-,-,2,2,5,6,1,5,8,13,62%
Evgeni Yablonski,5,"28'14""",-,-,2,-,1,-,-,2,-,-,-,,4,-,0,0,6,6,3,4,9,10,90%
Aleksandr Karnitski,7,"31'40""",-,-,1,-,1,-,-,-,-,-,-,-,,3,0,0,4,7,1,4,5,11,45%
Dmitri Mozolevski 18,,"13'59""",-,-,-,-,-,-,1,-,-,-,-,1,1,,1,1,0,0,2,2,3,3,100%
Total passes received:,,,6,4,19,21,21,19,21,17,21,7,14,6,12,3,32,50,101 128,,58,92,191,270,71%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,3,5,6,9,11,14,15,17,18,20,4,19,28,PC,PA,PC,PA,PC,PA,PC,PA,%
ter Stegen,1,"94'11""",,5,-,1,1,-,4,6,-,4,1,1,-,-,6,6,14,14,3,3,23,23,100%
Gerard Piqué,3,"94'11""",8,,1,21,3,2,16,15,2,9,-,4,2,-,14,17,60,63,9,11,83,91,91%
Sergio Busquets,5,"73'00""",-,2,,3,1,20,9,5,2,11,1,5,-,-,7,7,35,36,17,20,59,63,94%
Dani Alves,6,"94'11""",1,8,2,,3,4,12,6,15,1,5,26,6,-,9,9,47,53,33,37,89,99,90%
Luis Suárez,9,"94'11""",-,1,1,2,,8,-,-,2,1,-,2,1,-,0,0,10,12,8,14,18,26,69%
Neymar,11,"94'11""",-,2,10,3,8,,2,2,2,12,-,11,1,-,5,7,29,37,19,24,53,68,78%
Javier Mascherano,14,"94'11""",1,14,7,15,3,7,,11,4,15,2,8,-,5,20,22,57,64,15,21,92,107,86%
Marc Bartra,15,"94'11""",3,21,7,3,-,2,8,,1,21,-,1,-,4,12,14,52,52,7,8,71,74,96%
Munir El Haddadi,17,"70'25""",-,-,3,17,-,1,-,-,,-,2,1,-,-,1,1,14,14,9,12,24,27,89%
Jordi Alba,18,"94'11""",4,9,18,1,6,22,11,6,-,,2,6,-,3,5,6,56,60,27,33,88,99,89%
Sergi Roberto,20,"17'11""",-,3,-,5,1,-,2,-,1,-,,-,-,-,1,1,5,6,6,7,12,14,86%
Ivan Rakitić,4,"77'00""",-,9,4,19,1,6,14,6,1,8,-,,1,-,5,5,38,42,26,29,69,76,91%
Sandro Ramírez 19,,"23'46""",-,-,-,2,2,-,1,-,-,-,-,1,,-,0,0,2,3,4,4,6,7,86%
Gerard Gumbau 28,,"21'11""",-,1,-,-,-,1,2,5,-,2,-,1,1,,0,0,9,9,4,4,13,13,100%
Total passes received:,,,17,75,53,92,29,73,81,62,30,84,13,67,12,12,85,95,428 465 187 227,,,,700,787,89%
,,,,,,,,,,,,,,,,,,,,,,,,01:27:47CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,21 Oct 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
