Id;Label
24;"Isaac Kiese Thelin"
25;"Robin Olsen"
20;"Ricardinho"
21;"Erik Johansson"
33;"Emil Forsberg"
31;"Erdal Rakip "
15;"Pawel Cibicki "
3;"Anton Tinnerholm"
4;"Filip Helander"
7;"Magnus Eriksson"
6;"Markus Halsti"
9;"Markus Rosenberg"
8;"Enock Adu"
