Id;Label
1;"Yann Sommer"
3;"Andreas Christensen"
8;"Mahmoud Dahoud"
11;"Raffael"
13;"Lars Stindl"
15;"Álvaro Domínguez"
16;"Ibrahima Traoré"
17;"Oscar Wendt"
19;"Fabian Johnson"
27;"Julian Korb"
34;"Granit Xhaka"
6;"Håvard Nordtveit"
10;"Thorgan Hazard "
28;"André Hahn "
