1	1.5	2.56
8.5	11	26.31
4	5	9.19
2.5	4	10.06
2	2	7.06
0	0	0.53
6	4	6.81
3.5	4	9.91
2.5	2.5	5.41
		
0	0	0.00
0	0	0.00
112343	111195	213475
		
2	2.5	4.22
0	0	0.06
14	10.5	25.75
7.5	13.5	24.5
		
218	430.5	815.44
60.5	104.5	203.97
128	279.5	521.88
29.5	46.5	89.59
185	385	719.34
49	92	173.09
114	260.5	478.25
22	32.5	68
0.85	0.89	0.87
0.81	0.88	0.84
0.89	0.93	0.91
0.75	0.70	0.75
		
17.5/8	28/19	70/29
5/2.5 17.5/13.5		43.1/20.9
6/2	6.5/3.5	17/9.1
