Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 2 - Tuesday 29 September 2015,,,,,,,,,,,,,,,
Group G - Estádio do Dragão - Porto,,,,,,,,,,,,,,,
,FC Porto,,,,,,2 - 1,,,,,,Chelsea FC,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Iker Casillas,12,"94'26""",,,,,,,,,,,,
,Maxi Pereira,2,"94'26""",,,,,1,1,2,,,,,
,Bruno Martins Indi,3,"94'26""",,,,,,,,,,1,,
,Maicon,4,"94'26""",1,1,,,1,,,,,,,
,Iván Marcano,5,"94'26""",,,,,,,1,,,1,,
,Rúben Neves,6,"78'42""",,,,,1,2,2,1,,,,
,Yacine Brahimi,8,"87'14""",,3,,,,1,,3,,,,
,Vincent Aboubakar,9,"94'26""",,,,,2,2,1,2,,,,
,André André,20,"80'52""",1,1,,,,,4,3,,,,
,Danilo,22,"94'26""",,,1,,1,1,2,,,1,,
,Giannelli Imbula,25,"94'26""",,1,,,1,,1,3,,1,,
,Helton,1,,,,,,,,,,,,,
,Pablo Osvaldo,10,"7'12""",,,,,,,,,,,,
,Cristian Tello,11,,,,,,,,,,,,,
,Evandro,15,"15'44""",,,,,,,1,,,,,
,Jesús Corona,17,,,,,,,,,,,,,
,Miguel Layún,21,"13'34""",,,,,,,,,,,,
,Alberto Bueno,23,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'26""",,,,,,,,,,,,1,Asmir Begović
,,"94'26""",,,,,1,,2,,,,,2,Branislav Ivanović
,,"94'26""",,1,,,,,3,,,,,4,Cesc Fàbregas
,,"94'26""",,,,,,,,,,,,5,Kurt Zouma
,,"73'49""",,,,,,,3,3,,,,7,Ramires
,,"62'43""",,,,,,,1,1,,,,12,John Obi Mikel
,,"73'39""",,1,,,,1,,1,,,,17,Pedro Rodríguez
,,"94'26""",,,,1,,2,,2,3,,,19,Diego Costa
,,"94'26""",1,1,,,,1,,5,1,,,22,W illian
,,"94'26""",,,,,,,1,,,1,,24,Gary Cahill
,,"94'26""",,,,,,,2,1,,1,,28,César Azpilicueta
,,,,,,,,,,,,,,27,Jamal Blackman
,,,,,,,,,,,,,,6,Abdul Rahman Baba
,,"31'43""",,,,,1,,,1,,,,10,Eden Hazard
,,"20'47""",,,,,,1,,,,,,16,Kenedy
,,"20'37""",,,,,1,,1,,,1,,21,Nemanja Matić
,,,,,,,,,,,,,,26,John Terry
,,,,,,,,,,,,,,36,Ruben Loftus-Cheek
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:10:49CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,30 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
