Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 2 - Tuesday 29 September 2015,,,,,,,,,,,,,,,
Group F - Fußball Arena München - Munich,,,,,,,,,,,,,,,
,FC Bayern München,,,,,,5 - 0,,,,GNK Dinamo Zagreb,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Manuel Neuer,1,"92'10""",,,,,,,,,,,,
,Thiago Alcántara,6,"92'10""",,2,,,1,1,1,1,,,,
,Robert Lewandowski,9,"92'10""",3,4,,,3,1,,1,1,,,
,Douglas Costa,11,"57'16""",1,1,,,,2,,,1,,,
,Jérôme Boateng,17,"63'17""",,1,,,1,,1,,,1,,
,Juan Bernat,18,"45'07""",,,,,,,,,,,,
,Mario Götze,19,"92'10""",1,1,1,,1,2,1,1,,,,
,Philipp Lahm,21,"92'10""",,,,,,,,,,,,
,David Alaba,27,"92'10""",,1,,,2,1,,1,,,,
,Kingsley Coman,29,"92'10""",,,,,,,1,3,,,,
,Joshua Kimmich,32,"92'10""",,,,,1,1,1,2,,,,
,Sven Ulreich,26,,,,,,,,,,,,,
,Javi Martínez,8,"47'03""",,,,,,,,,,,,
,Rafinha,13,"28'53""",,1,,,,,,,,,,
,Xabi Alonso,14,,,,,,,,,,,,,
,Gianluca Gaudino,16,,,,,,,,,,,,,
,Thomas Müller,25,"34'55""",,,,,,,,,,,,
,Fabian Benko,40,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"92'10""",,,,,,,,1,,,,34,Eduardo
,,"92'10""",,2,,,,,1,,1,,,2,El Arabi Hilal Soudani
,,"92'10""",,,,,1,,1,,,,,8,Domagoj Antolić
,,"60'47""",,,,,,1,1,1,,,,10,Paulo Machado
,,"92'10""",,,,,1,,,1,,,,11,Junior Fernandes
,,"92'10""",,,,,,,1,,,1,,16,Arijan Ademi
,,"92'10""",,,,,,,3,1,,1,,19,Josip Pivarić
,,"68'56""",,,,,,,,,,,,20,Marko Pjaca
,,"45'07""",,,,,,,,,,,,26,Filip Benković
,,"92'10""",,,,,,,,,,,,77,Alexandru Măţel
,,"92'10""",,,,,,,1,1,,,,87,Jérémy Taravel
,,,,,,,,,,,,,,1,Antonijo Ježina
,,,,,,,,,,,,,,3,Mario Musa
,,"23'15""",,,,,1,,,,,,,9,Ángelo Henríquez
,,"47'03""",,,,,,,1,,,,,13,Gonçalo Santos
,,,,,,,,,,,,,,15,Armin Hodžić
,,,,,,,,,,,,,,24,Ante Ćorić
,,"31'23""",,,,,,,,,,,,30,Marko Rog
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:11:06CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,30 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
