Passing distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 4 - Wednesday 5 November 2014,,,,,,,,,,,,,,,,,,,,,,,,,
Group G - Estádio José Alvalade - Lisbon,,,,,,,,,,,,,,,,,,,,,,,,,
Sporting Clube de Portugal,,,,,,,,,,4 - 2,,,,,,,FC Schalke 04,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,9,14,17,23,26,29,36,41,77,11,18,24,PC,PA,PC,PA,PC,PA,PC,PA,%
Rui Patrício,1,95'09,,1,1,2,-,1,-,2,-,4,-,-,-,-,3,3,7,7,1,1,11,11,1
Jefferson,4,95'09,1,,2,4,1,4,1,4,1,-,9,-,-,-,2,2,20,22,5,6,27,30,0.9
Islam Slimani,9,95'09,-,1,,2,3,3,-,-,2,2,4,-,-,1,1,1,8,11,9,13,18,25,0.72
William Carvalho,14,95'09,1,5,4,,6,5,4,9,2,11,3,-,1,-,11,13,31,35,9,10,51,58,0.88
João Mário,17,82'37,-,2,2,6,,4,2,-,2,7,6,-,1,-,3,3,14,16,15,16,32,35,0.91
Adrien Silva,23,95'09,-,4,4,7,3,,4,6,3,3,9,-,1,-,5,5,26,30,13,15,44,50,0.88
Paulo Oliveira,26,95'09,1,-,1,3,-,-,,8,1,12,-,-,-,-,7,9,17,19,2,3,26,31,0.84
Naby Sarr,29,95'09,1,15,2,1,-,3,7,,-,1,3,-,-,-,5,5,27,27,1,1,33,33,1
Carlos Mané,36,68'38,1,1,-,4,5,2,-,-,,5,1,-,-,-,0,1,9,10,10,11,19,22,0.86
Cédric,41,95'09,3,-,2,5,2,5,10,-,7,,-,-,5,-,4,7,30,31,5,6,39,44,0.89
Nani,77,89'59,-,5,1,3,4,9,-,3,4,1,,-,-,-,5,5,17,20,8,8,30,33,0.91
Diego Capel 11,,5'10,-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,0,0,0,0,0,0
André Carrillo 18,,26'32,-,-,-,1,2,1,-,-,-,4,1,-,,-,0,0,8,10,1,1,9,11,0.82
Oriol Rosell 24,,12'33,-,-,1,-,-,-,-,1,-,-,-,-,-,,1,1,1,2,0,0,2,3,0.67
Total passes received:,,,8,34,20,38,26,37,28,33,22,50,36,0,8,1,47,55,215 240,,79,91,341,386,0.88
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,7,12,13,15,20,22,23,25,33,3,9,18,PC,PA,PC,PA,PC,PA,PC,PA,%
Ralf Fährmann,1,95'09,,5,-,1,-,1,-,-,3,-,8,-,-,-,1,1,16,16,1,1,18,18,1
Benedikt Höwedes,4,95'09,4,,1,5,1,5,2,4,-,1,2,1,3,3,1,4,25,26,6,6,32,36,0.89
Max Meyer,7,65'17,-,-,,2,3,1,3,4,1,2,2,-,-,-,0,0,9,11,9,11,18,22,0.82
Marco Höger,12,95'09,3,6,2,,4,5,6,9,3,-,5,3,4,1,13,14,30,31,8,10,51,55,0.93
Choupo-Moting,13,95'09,-,-,4,4,,4,1,-,4,2,1,2,2,-,1,1,13,16,10,11,24,28,0.86
Dennis Aogo,15,95'09,-,6,2,6,4,,-,1,7,-,11,2,1,-,2,3,29,32,9,10,40,45,0.89
Chinedu Obasi,20,69'39,-,-,1,3,3,1,,6,-,1,-,-,-,-,1,1,9,11,5,9,15,21,0.71
Atsuto Uchida,22,95'09,4,2,1,6,-,3,7,,-,1,-,-,-,3,1,2,19,24,7,10,27,36,0.75
Christian Fuchs,23,78'11,-,1,4,1,4,3,-,-,,1,4,-,-,-,2,4,13,15,3,4,18,23,0.78
Klaas-Jan Huntelaar,25,95'09,-,-,4,2,-,1,1,1,-,,-,-,1,-,1,1,4,6,5,8,10,15,0.67
Roman Neustädter,33,95'09,4,6,1,11,4,6,1,-,5,1,,1,1,-,3,3,32,34,6,7,41,44,0.93
Jan Kirchhoff,3,16'58,-,4,-,2,2,3,-,-,-,-,-,,1,2,2,2,7,8,5,5,14,15,0.93
Kevin-Prince Boateng,9,29'52,-,-,-,3,1,2,-,2,-,-,-,-,,2,2,4,4,5,4,4,10,13,0.77
Sidney Sam 18,,25'30,-,2,-,2,-,-,-,-,-,1,-,2,1,,0,0,3,3,5,5,8,8,1
Total passes received:,,,15,32,20,48,26,35,21,27,23,10,33,11,14,11,30,40,213 238,,83,101,326,379,0.86
,,,,,,,,,,,,,,,,,,,,,,,,03:12:21CET,
TP: Time played,PA: Passes attempted,,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,06 Nov 2014,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
