0.67	3	1.53
15.33	10.67	13.68
4.67	7	4.89
6.33	2.33	5.23
4.33	1.33	3.56
0.33	0.33	0.31
4.67	5.33	3.4
5.67	6	4.78
1.67	3	2.58
		
		
0 0 0
0 0 0		
83549	116348	108286
		
1.67	3	1.96
0	0	0.04
13.67	12	12.5
10.67	10.67	11.86
300.33	391	430.3
79.67	80.33	107.88
178.67	253.33	275.34
42	57.33	47.09
241.67	350	380.79
61	71.67	92.11
153	234.33	252.95
27.67	44	35.73
80%	90%	35%
77%	89%	34%
86%	92%	36%
66%	77%	30%
23.7/9.7	28.7/10	36.6/14.8
17.7/6	21/10	22.7/10.9
7/4.3	11.3/3.7	9.3/4.8
