Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 2 - Tuesday 29 September 2015,,,,,,,,,,,,,,,,,,,,,,,,,
Group H - Stadion Petrovskiy - St. Petersburg,,,,,,,,,,,,,,,,,,,,,,,,,
Football Club Zenit,,,,,,,,,,2 - 1,,,,,,,,KAA Gent,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,41,2,6,7,10,17,19,21,22,24,28,5,13,14,PC,PA,PC,PA,PC,PA,PC,PA,%
Mikhail Kerzhakov,41,"93'20""",,-,-,3,1,-,-,2,7,1,-,-,-,-,11,17,2,2,1,1,14,20,70%
Aleksandr Anyukov,2,"93'20""",4,,3,3,2,7,-,1,1,-,3,-,1,1,2,3,17,17,7,9,26,29,90%
Nicolas Lombaerts,6,"62'01""",2,4,,1,3,-,2,2,-,2,1,-,-,-,4,7,9,10,4,4,17,21,81%
Hulk,7,"93'20""",-,2,-,,6,4,2,1,4,-,8,-,-,-,5,5,19,27,3,5,27,37,73%
Danny,10,"93'20""",-,4,2,9,,4,7,2,1,1,10,-,-,-,4,6,23,25,13,17,40,48,83%
Oleg Shatov,17,"87'35""",-,2,-,6,6,,1,2,2,2,5,-,-,-,3,4,18,18,5,8,26,30,87%
Igor Smolnikov,19,"93'20""",1,-,-,5,4,3,,3,3,7,2,-,-,1,3,3,17,21,9,10,29,34,85%
Javi García,21,"93'20""",2,2,5,3,3,2,4,,-,5,1,-,-,1,3,4,22,24,3,3,28,31,90%
Artem Dzyuba,22,"71'03""",-,-,-,3,5,5,3,-,,-,-,-,-,-,0,0,9,11,7,9,16,20,80%
Ezequiel Garay,24,"93'20""",1,1,-,1,2,2,3,3,2,,2,-,-,-,2,5,12,14,3,3,17,22,77%
Axel Witsel,28,"93'20""",-,7,2,9,4,3,7,6,4,1,,-,-,-,1,2,27,27,15,16,43,45,96%
Aleksandr Ryazantsev,5,"5'44""",-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,0,0,0,0,0,0%
Luís Neto 13,,"31'18""",-,-,-,-,-,-,1,-,-,-,-,-,,-,0,0,1,1,0,0,1,1,100%
Artur Yusupov 14,,"22'16""",-,-,-,-,-,2,-,1,-,-,-,-,-,,0,0,2,2,1,1,3,3,100%
Total passes received:,,,10,22,12,43,36,32,30,23,24,19,32,0,1,3,38,56,178 199,,71,86,287,341,84%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,4,8,9,10,13,14,15,21,23,77,7,26,28,PC,PA,PC,PA,PC,PA,PC,PA,%
Matz Sels,1,"93'20""",,1,1,-,-,5,1,5,2,1,2,-,-,-,7,13,10,10,1,1,18,24,75%
Rafinha,4,"88'57""",4,,2,7,13,1,10,16,-,13,3,-,-,-,2,3,53,60,14,14,69,77,90%
Thomas Matton,8,"83'26""",-,-,,1,3,2,5,1,10,-,3,-,-,-,0,0,12,14,13,15,25,29,86%
Laurent Depoitre,9,"93'20""",-,1,2,,1,-,2,5,2,-,3,-,-,-,1,3,4,7,11,14,16,24,67%
Renato Neto,10,"93'20""",-,12,3,1,,8,9,11,8,6,2,-,-,-,12,14,37,41,11,12,60,67,90%
Stefan Mitrović,13,"93'20""",-,10,5,1,10,,7,-,8,19,2,1,-,-,15,16,43,43,5,6,63,65,97%
Sven Kums,14,"93'20""",-,7,7,2,12,5,,18,14,8,5,1,1,2,13,18,57,61,12,14,82,93,88%
Kenneth Saief,15,"93'20""",-,8,1,2,8,-,18,,3,7,4,-,1,-,7,10,36,45,9,11,52,66,79%
Nana Asare,21,"93'20""",-,1,11,3,6,8,12,1,,-,1,-,-,1,0,1,31,36,13,15,44,52,85%
Lasse Nielsen,23,"93'20""",2,17,1,1,7,24,11,-,3,,1,-,-,-,3,5,57,57,7,7,67,69,97%
Danijel Milicevic,77,"79'47""",-,3,1,2,1,-,3,7,2,-,,-,-,-,1,2,13,15,5,8,19,25,76%
Kalifa Coulibaly,7,"4'23""",-,-,-,1,-,-,-,-,-,-,-,,-,-,0,0,0,0,1,1,1,1,100%
Benito Raman 26,,"9'53""",-,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,0,0,1,0,1,0%
Nicklas Pedersen 28,,"13'33""",-,-,-,-,-,-,1,-,-,-,-,-,-,,0,0,0,1,1,2,1,3,33%
Total passes received:,,,6,60,34,21,61,53,79,64,52,54,26,2,2,3,61,85,353 390 103 121,,,,517,596,87%
,,,,,,,,,,,,,,,,,,,,,,,,01:08:01CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,30 Sep 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
