0.33	0.33	1.47
9	11.67	13.6
1.67	3.33	4.89
5.33	3.67	5.28
2	4.67	3.44
0.33	0	0.32
3	3.33	3.46
4.67	5.33	4.88
4	1.33	2.55
		
		
0 0 0
0 0 0		
114986	110680	109095
		
2.67	3	2
0	0.67	0.06
17.33	14	12.65
16.33	16	11.99
331.67	371.67	428.25
101	96.67	108.65
181	240	272.22
49.67	35	47.39
281	312	378.03
86	71.67	92.66
159.33	214.67	249.63
35.67	25.67	35.75
85%	84%	29%
85%	74%	28%
88%	89%	30%
72%	73%	25%
32.7/13.7  18.3/14.7  36.2/15.2
17/8	13.3/8.3	22.2/11.3
5.7/3.7	8.3/3.7	9.3/4.8
