Passing distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 2 - Wednesday 1 October 2014,,,,,,,,,,,,,,,,,,,,,,,,,
Group C - Stadion Petrovskiy - St. Petersburg,,,,,,,,,,,,,,,,,,,,,,,,,
Football Club Zenit,,,,,,,,,,0 - 0,,,,,,,AS Monaco FC,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,4,6,7,17,20,21,23,24,35,10,11,19,PC,PA,PC,PA,PC,PA,PC,PA,%
Yuri Lodygin,1,95'02,,1,-,7,-,-,1,1,-,1,3,-,-,-,2,2,9,9,3,3,14,14,1
Aleksandr Anyukov,2,88'37,2,,-,2,1,3,-,1,1,9,1,-,1,-,0,0,18,20,3,4,21,24,0.88
Domenico Criscito,4,95'02,-,-,,6,3,5,12,3,1,2,19,1,1,-,2,2,32,36,19,22,53,60,0.88
Nicolas Lombaerts,6,95'02,4,-,10,,2,3,20,7,-,8,16,1,-,-,5,7,55,58,11,11,71,76,0.93
Hulk,7,95'02,-,2,2,2,,1,5,1,5,-,4,1,-,-,3,3,15,16,5,13,23,32,0.72
Oleg Shatov,17,66'28,-,2,2,3,2,,1,3,-,3,3,-,-,-,0,1,11,11,8,9,19,21,0.9
Viktor Fayzulin,20,95'02,-,2,11,13,6,2,,9,4,-,19,-,-,-,4,6,41,45,21,22,66,73,0.9
Javi García,21,95'02,-,3,3,10,1,2,11,,-,10,4,-,2,1,1,1,41,43,5,6,47,50,0.94
José Rondón,23,75'40,-,1,1,-,1,-,2,1,,-,3,-,-,-,0,0,5,8,4,5,9,13,0.69
Ezequiel Garay,24,95'02,-,7,-,7,5,4,4,7,1,,6,1,-,2,3,3,31,33,10,12,44,48,0.92
Danny,35,95'02,-,6,17,9,9,4,7,6,2,3,,-,-,-,6,9,48,57,9,18,63,84,0.75
Andrey Arshavin 10,,6'25,-,-,1,-,-,-,1,-,-,-,1,,-,-,0,0,3,4,0,1,3,5,0.6
Aleksandr Kerzhakov 11,,19'22,-,-,-,-,2,-,-,-,-,-,-,-,,-,0,0,1,1,1,1,2,2,1
Igor Smolnikov 19,,28'35,-,-,-,-,-,-,-,-,-,-,1,-,-,,0,0,0,1,1,1,1,2,0.5
Total passes received:,,,6,24,47,59,32,24,64,39,14,36,80,4,4,3,26,34,310 342 100 128,,,,436,504,0.87
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,3,6,7,8,9,11,22,24,28,14,17,18,PC,PA,PC,PA,PC,PA,PC,PA,%
Danijel Subašić,1,95'02,,-,7,3,-,-,-,-,1,4,-,-,-,-,4,6,10,10,1,1,15,17,0.88
Fabinho,2,95'02,-,,-,-,12,2,-,1,2,3,4,-,1,-,1,2,15,17,9,9,25,28,0.89
Layvin Kurzawa,3,95'02,-,-,,5,-,-,2,7,8,-,4,-,2,-,1,3,18,20,9,11,28,34,0.82
Ricardo Carvalho,6,95'02,4,1,4,,1,1,-,1,6,10,4,-,-,-,8,8,18,19,6,6,32,33,0.97
Nabil Dirar,7,95'02,1,10,-,1,,5,2,3,6,-,3,-,1,1,1,1,15,19,17,20,33,40,0.82
João Moutinho,8,92'41,1,8,4,1,6,,5,2,3,2,7,-,1,-,8,8,19,20,13,13,40,41,0.98
Dimitar Berbatov,9,52'54,-,1,-,1,1,8,,3,5,-,1,-,-,-,0,0,11,11,9,11,20,22,0.91
Lucas Ocampos,11,80'02,-,1,8,2,1,2,3,,2,-,2,-,-,-,1,3,10,13,10,13,21,29,0.72
Geoffrey Kondogbia,22,95'02,1,3,7,7,5,4,1,8,,2,6,-,1,-,5,6,28,32,12,14,45,52,0.87
Andrea Raggi,24,95'02,4,4,1,4,2,2,1,-,3,,8,-,-,-,5,9,19,21,5,6,29,36,0.81
Jérémy Toulalan,28,95'02,2,2,2,2,9,6,2,3,13,9,,-,1,1,1,3,33,35,18,20,52,58,0.9
Tiemoué Bakayoko 14,,2'21,-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,0,0,0,0,0,0
Yannick Ferreira-Carrasco 17,,42'08,-,-,2,-,-,1,-,1,1,-,1,-,,1,0,0,4,5,3,3,7,8,0.88
Valère Germain 18,,15'00,-,-,1,-,-,1,-,-,-,-,-,-,1,,0,0,3,4,0,0,3,4,0.75
Total passes received:,,,13,30,36,26,37,32,16,29,50,30,40,0,8,3,35,49,203 226 112 127,,,,350,402,0.87
,,,,,,,,,,,,,,,,,,,,,,,,00:25:05CET,
TP: Time played,PA: Passes attempted,,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,02 Oct 2014,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
