Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 5 - Wednesday 25 November 2015,,,,,,,,,,,,,,,
GROUP A - Malmö New Stadium - Malmö,,,,,,,,,,,,,,,
,Malmö FF,,,,,,0 - 5,,,,Paris Saint-Germain,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Johan Wiland,1,"92'02""",,,,,,,,,,,,
,Pa Konate,2,"92'02""",,1,,,,,,,,,,
,Anton Tinnerholm,3,"92'02""",,,,,,,,3,,,,
,Oscar Lewicki,6,"92'02""",,,,,,,,,,,,
,Enoch Kofi Adu,8,"80'45""",,,,,,1,,,,,,
,Markus Rosenberg,9,"92'02""",,1,1,,1,2,2,,1,1,,
,Rasmus Bengtsson,17,"92'02""",,,,,,1,3,,,1,,
,Vladimir Rodić,20,"59'04""",,,,,,,,,,,,
,Jo Inge Berget,23,"92'02""",,1,,,,,2,1,,,,
,Nikola Djurdjić,28,"69'20""",,,,,1,,1,2,2,,,
,Franz Brorsson,31,"92'02""",,,,,,,1,,,,,
,Fredrik Andersson,29,,,,,,,,,,,,,
,Erdal Rakip,5,"11'18""",,,,,,,,,,,,
,Simon Kroon,7,"22'42""",,,,,,1,,,1,,,
,Yoshimar Yotún,13,,,,,,,,,,,,,
,Magnus Wolff Eikrem,19,"32'59""",,,,,,,,,,,,
,Felipe Carvalho,25,,,,,,,,,,,,,
,Andreas Vindheim,26,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"92'02""",,,,,,,,,,,,16,Kevin Trapp
,,"92'02""",,,,,,,,3,,,,2,Thiago Silva
,,"92'02""",,,,,,,,1,,,,5,Marquinhos
,,"68'56""",,,,,,,,,,,,8,Thiago Motta
,,"92'02""",,,1,,,,1,,1,,,9,Edinson Cavani
,,"85'01""",1,2,,,,,1,1,1,,,10,Zlatan Ibrahimović
,,"68'19""",2,3,,,3,,,,,,,11,Ángel Di María
,,"92'02""",,,,,,,1,,,,,14,Blaise Matuidi
,,"92'02""",,,,,,,2,1,1,,,17,Maxwell
,,"92'02""",,,,,1,,,1,,,,23,Gregory van der Wiel
,,"92'02""",1,1,,,,,1,,,,,25,Adrien Rabiot
,,,,,,,,,,,,,,30,Salvatore Sirigu
,,,,,,,,,,,,,,3,Presnel Kimpembe
,,"23'06""",,,,,,,,,,,,4,Benjamin Stambouli
,,"23'44""",1,1,,,,,,2,,,,7,Lucas
,,,,,,,,,,,,,,20,Layvin Kurzawa
,,"7'02""",,,,,,,,,,,,29,Jean-Kévin Augustin
,,,,,,,,,,,,,,35,Hervin Ongenda
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:33:37CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,26 Nov 2015
UEFA Media Information,,,,,,,,,,,,,,,
