Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 5 - Wednesday 25 November 2015,,,,,,,,,,,,,,,
GROUP A - Arena Lviv - Lviv,,,,,,,,,,,,,,,
,FC Shakhtar Donetsk,,,,,,3 - 4,,,,,Real Madrid CF,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Andriy Pyatov,30,"95'02""",,,,,,,,,,,,
,Taras Stepanenko,6,"95'02""",,,,,,,1,1,,1,,
,Fred,8,"95'02""",,,,,,,2,3,,,,
,Bernard,10,"95'02""",,,,,,1,,2,1,,,
,Marlos,11,"63'10""",,,,,,,,,,,,
,Vasyl Kobin,14,"95'02""",,,,,,,,1,,,,
,Ivan Ordets,18,"95'02""",,,,,,1,1,1,,,,
,Olexandr Gladkiy,21,"75'22""",,,,,2,,2,2,3,,,
,Alex Teixeira,29,"95'02""",2,2,,,,1,3,1,,,,
,Yaroslav Rakitskiy,44,"95'02""",,,,,1,,1,,,,,
,Márcio Azevedo,66,"65'59""",,,,,,,,,,,,
,Anton Kanibolotskiy,32,,,,,,,,,,,,,
,Dentinho,9,"29'02""",1,1,,,,,,,,,,
,Facundo Ferreyra,19,"19'40""",,,,,,,,,,,,
,Eduardo,22,,,,,,,,,,,,,
,Taison,28,"31'52""",,,,,1,,,3,,,,
,Serhiy Kryvtsov,38,,,,,,,,,,,,,
,Viktor Kovalenko,74,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"95'02""",,,,,,,,,,,,13,Kiko Casilla
,,"32'00""",,,,,,,,,,,,2,Raphaël Varane
,,"95'02""",,,,,,,,2,,,,3,Pepe
,,"95'02""",,,,,,,,,,,,6,Nacho
,,"95'02""",2,5,,,3,2,2,,,,,7,Cristiano Ronaldo
,,"72'48""",,1,,,2,1,,1,,,,11,Gareth Bale
,,"95'02""",,,,,,1,3,2,,,,14,Casemiro
,,"95'02""",1,1,,,,,4,1,,1,,15,Dani Carvajal
,,"95'02""",,,,,,1,2,1,,,,16,Mateo Kovačić
,,"63'51""",1,1,,,,,,,,,,19,Luka Modrić
,,"95'02""",,,,,,2,,2,,,,22,Isco
,,,,,,,,,,,,,,1,Keylor Navas
,,"31'11""",,,,,,,1,,,,,8,Toni Kroos
,,"22'14""",,,,,,,1,,,,,9,Karim Benzema
,,,,,,,,,,,,,,10,James Rodríguez
,,,,,,,,,,,,,,18,Lucas Vázquez
,,,,,,,,,,,,,,20,Jesé
,,"63'01""",,,,,,,1,,,1,,23,Danilo
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:01:56CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,26 Nov 2015
UEFA Media Information,,,,,,,,,,,,,,,
