Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 5 - Tuesday 24 November 2015,,,,,,,,,,,,,,,
GROUP H - Stadion Petrovskiy - St. Petersburg,,,,,,,,,,,,,,,
,Football Club Zenit,,,,,,2 - 0,,,,,,Valencia CF,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Yuri Lodygin,1,"95'12""",,,,,,,,,,,,
,Domenico Criscito,4,"95'12""",,,,,,,2,,1,1,,
,Nicolas Lombaerts,6,"95'12""",,,,,,,1,,,,,
,Hulk,7,"95'12""",,,,,3,,,4,4,,,
,Danny,10,"95'12""",,,,,2,,1,,1,,,
,Luís Neto,13,"87'30""",,,,,,,3,2,,,,
,Oleg Shatov,17,"85'12""",1,2,,,,,1,3,,,,
,Igor Smolnikov,19,"66'02""",,,,,,,,,,,,
,Artem Dzyuba,22,"95'12""",1,1,,,,,1,2,1,,,
,Ezequiel Garay,24,"95'12""",,,,,1,,,,,,,
,Axel Witsel,28,"95'12""",,2,,,1,1,6,1,,1,,
,Mikhail Kerzhakov,41,,,,,,,,,,,,,
,Aleksandr Ryazantsev,5,"10'00""",,1,,,,,2,,,,,
,Artur Yusupov,14,"29'10""",,,,,,,2,,,1,,
,Ilya Zuev,58,,,,,,,,,,,,,
,Konstantin Troyanov,79,,,,,,,,,,,,,
,Pavel Dolgov,92,,,,,,,,,,,,,
,Aleksei Evseev,94,"7'42""",,1,,,,,1,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"95'12""",,,,,,,,,,,,24,Jaume Doménech
,,"80'31""",,,,,,,3,2,,,,2,João Cancelo
,,"81'34""",,,,,,,2,,,,1,3,Rúben Vezo
,,"95'12""",,,,,1,,,1,1,,,8,Sofiane Feghouli
,,"95'12""",,2,,,1,1,,1,2,,,9,Paco Alcácer
,,"95'12""",,1,,,,,1,4,,,,10,Daniel Parejo
,,"95'12""",,,,,,,,1,,,,14,José Gayà
,,"74'36""",,,,,,,1,3,,,,15,Enzo Pérez
,,"95'12""",,,,,1,,5,2,,,,21,André Gomes
,,"95'12""",,,,,,,1,1,,,,23,Aymen Abdennour
,,"57'25""",,1,,,,1,1,,,1,,37,Rafael Mir
,,,,,,,,,,,,,,25,Mathew Ryan
,,,,,,,,,,,,,,4,Santos
,,,,,,,,,,,,,,6,Lucas Orbán
,,"20'36""",,,,,,,,1,,,,12,Danilo
,,,,,,,,,,,,,,18,Javi Fuego
,,"14'41""",,,,,,,,,,,,20,Rodrigo De Paul
,,"37'47""",,,,,,,,3,1,,,22,Santi Mina
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,23:13:04CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,24 Nov 2015
UEFA Media Information,,,,,,,,,,,,,,,
