Id;Label
11;"Gareth Bale"
12;"Marcelo"
15;"Dani Carvajal"
22;"Isco"
16;"Mateo Kovačić "
19;"Luka Modrić"
1;"Keylor Navas"
3;"Pepe"
2;"Raphaël Varane"
4;"Sergio Ramos"
7;"Cristiano Ronaldo"
6;"Nacho"
9;"Karim Benzema"
8;"Toni Kroos"
