Id;Label
11;"Ángel Di María"
10;"Zlatan Ibrahimović"
27;"Javier Pastore "
14;"Blaise Matuidi"
17;"Maxwell"
16;"Kevin Trapp"
32;"David Luiz"
23;"Gregory van der Wiel"
22;"Ezequiel Lavezzi "
2;"Thiago Silva"
6;"Marco Verratti"
9;"Edinson Cavani"
8;"Thiago Motta"
