2.33	3	1.53
12	22.33	13.68
5.67	9.33	4.89
3.33	7	5.23
3	6	3.56
0.67	0	0.31
3.33	3	3.4
2.67	8	4.78
4	3	2.58
		
		
0 0 0
0 0 0	
105349	113310	108286
		
1.67	1	1.96
0	0	0.04
12.67	7.33	12.5
7.67	9.67	11.86
469	730.67	430.4
130.67	178	107.93
293.67	496.33	275.35
44.67	56.33	47.13
430.67	672.67	380.86
121.33	160	92.14
274	469.67	252.96
35.33	43	35.76
92%	92%	35%
93%	90%	34%
93%	95%	36%
79%	76%	30%
28/14.3	68.7/28.3	36.6/14.7
20.7/12.3	44.3/24.7	22.7/10.9
7.7/4.3	17.7/9.7	9.3/4.8
