Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 3 - Tuesday 20 October 2015,,,,,,,,,,,,,,,
Group F - Stadion Maksimir - Zagreb,,,,,,,,,,,,,,,
,GNK Dinamo Zagreb,,,,,,0 - 1,,,,,Olympiacos FC,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Eduardo,34,"94'33""",,,,,,,,,,,,
,El Arabi Hilal Soudani,2,"94'33""",,,,,1,1,3,1,1,1,,
,Domagoj Antolić,8,"94'33""",,,1,,,,1,2,,,,
,Paulo Machado,10,"94'33""",,,,,1,1,1,,,,,
,Junior Fernandes,11,"72'27""",,1,,,,,,1,1,,,
,Gonçalo Santos,13,"94'33""",,,,,,,,1,1,,,
,Armin Hodžić,15,"60'31""",,,,,,,3,1,,,,
,Josip Pivarić,19,"94'33""",,,,,,,1,1,,,,
,Marko Rog,30,"86'46""",,,,,,2,2,3,,,,
,Alexandru Măţel,77,"94'33""",,,,,,,1,,,,,
,Jérémy Taravel,87,"94'33""",,1,,,1,1,1,,,1,,
,Antonijo Ježina,1,,,,,,,,,,,,,
,Mario Musa,3,,,,,,,,,,,,,
,Damir Šovšić,4,,,,,,,,,,,,,
,Ángelo Henríquez,9,"22'06""",,,,,1,,,,,,,
,Marko Pjaca,20,"34'02""",,,,,,,,1,,,,
,Ante Ćorić,24,"7'47""",,,,,,,,,,,,
,Filip Benković,26,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'33""",,,,,,,,2,,,,16,Roberto
,,"94'33""",,,,,1,,3,,,,,3,Alberto Botía
,,"94'33""",,,,,1,,1,1,,,,5,Luka Milivojević
,,"72'14""",,1,,,1,,,3,,,,7,Kostas Fortounis
,,"94'33""",,,,,1,1,1,1,,,,11,Pajtim Kasami
,,"94'33""",,,,,,,3,,,1,,14,Omar Elabdellaoui
,,"94'33""",,,,,,,,,,1,,23,Dimitris Siovas
,,"94'33""",,1,,,,,2,1,,,,26,Arthur Masuaku
,,"83'20""",,,,,1,1,,,,,,90,Felipe Pardo
,,"89'42""",,1,,,,1,1,1,,,,92,Sebá
,,"94'33""",1,1,,,2,,,1,1,,,99,Ideye Brown
,,,,,,,,,,,,,,37,Stefanos Kapino
,,"4'51""",,,,,,,,,,,,6,Manuel da Costa
,,,,,,,,,,,,,,9,Alfred Finnbogason
,,"22'19""",,1,,,,,,,1,,,10,Alejandro Domínguez
,,,,,,,,,,,,,,15,Qazim Laci
,,"11'13""",,,,,,,,,,,,30,Leandro Salino
,,,,,,,,,,,,,,77,Hernâni
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:20:44CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,21 Oct 2015
UEFA Media Information,,,,,,,,,,,,,,,
