Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 3 - Tuesday 20 October 2015,,,,,,,,,,,,,,,
Group H - Stadion Petrovskiy - St. Petersburg,,,,,,,,,,,,,,,
,Football Club Zenit,,,,,,3 - 1,,,,Olympique Lyonnais,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Mikhail Kerzhakov,41,"94'12""",,,,,,,,,,,,
,Aleksandr Anyukov,2,"94'12""",,,,,,,2,1,,,,
,Domenico Criscito,4,"94'12""",,,,,,,3,3,,,,
,Nicolas Lombaerts,6,"94'12""",,,,,,,,,,,,
,Hulk,7,"94'12""",1,2,,,,1,2,3,,1,,
,Danny,10,"89'23""",1,1,,,,1,1,1,,,,
,Oleg Shatov,17,"94'12""",,1,,,,1,1,1,1,,,
,Javi García,21,"84'19""",,,,,,1,1,1,,1,,
,Artem Dzyuba,22,"75'41""",1,2,,,2,,,3,2,,,
,Ezequiel Garay,24,"94'12""",,,,,,,1,,1,,,
,Axel Witsel,28,"94'12""",,,,,1,,2,3,,,,
,Yuri Lodygin,1,,,,,,,,,,,,,
,Aleksandr Ryazantsev,5,"4'49""",,,,,,,1,,,,,
,Luís Neto,13,"9'53""",,,,,,,,,,,,
,Artur Yusupov,14,"18'31""",,,,,,,,1,,,,
,Andrei Ivanov,52,,,,,,,,,,,,,
,Pavel Dolgov,92,,,,,,,,,,,,,
,Aleksei Evseev,94,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'12""",,,,,,,,,,,,1,Anthony Lopes
,,"94'12""",,1,,,,,1,,,1,,2,Mapou Yanga-Mbiwa
,,"94'12""",,,,,1,2,3,,,,,8,Corentin Tolisso
,,"80'20""",1,2,,,,1,,,1,,,10,Alexandre Lacazette
,,"71'29""",,,,,2,,1,,,,,12,Jordan Ferri
,,"94'12""",,,,,1,,,1,1,,,13,Christophe Jallet
,,"94'12""",,,,,1,,1,,,,,15,Jérémy Morel
,,"94'12""",,,,,,1,1,5,,,,19,Mathieu Valbuena
,,"83'46""",,,,,,,5,5,,1,,20,Rafael
,,"94'12""",,,,,,,2,1,,1,,21,Maxime Gonalons
,,"94'12""",,,,,1,1,1,1,,1,,23,Samuel Umtiti
,,,,,,,,,,,,,,30,Mathieu Gorgelin
,,,,,,,,,,,,,,4,Bakary Koné
,,"13'52""",,,,,,,,,,,,9,Claudio Beauvue
,,"22'43""",,,,,,,1,1,,,,11,Rachid Ghezzal
,,,,,,,,,,,,,,14,Sergi Darder
,,,,,,,,,,,,,,17,Steed Malbranque
,,"10'26""",,,,,1,,1,,,,,27,Maxwel Cornet
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:02:07CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,21 Oct 2015
UEFA Media Information,,,,,,,,,,,,,,,
