Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 4 - Wednesday 4 November 2015,,,,,,,,,,,,,,,,,,,,,,,,,
GROUP H - Stade de Gerland - Lyon,,,,,,,,,,,,,,,,,,,,,,,,,
Olympique Lyonnais,,,,,,,,,,0 - 2,,,,,,,Football Club Zenit,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,3,8,9,10,13,14,19,21,23,12,20,27,PC,PA,PC,PA,PC,PA,PC,PA,%
Anthony Lopes,1,"95'29""",,4,1,1,-,-,2,-,-,2,6,-,1,-,3,7,13,13,1,1,17,21,81%
Mapou Yanga-Mbiwa,2,"95'29""",4,,1,10,-,2,2,4,1,6,12,2,1,1,7,9,28,29,11,12,46,50,92%
Henri Bedimo,3,"95'29""",-,2,,8,2,12,1,6,4,2,4,1,-,1,5,5,20,23,18,18,43,46,93%
Corentin Tolisso,8,"95'29""",1,6,9,,2,7,6,5,8,7,6,3,4,2,11,14,36,40,19,23,66,77,86%
Claudio Beauvue,9,"71'04""",-,-,-,1,,2,1,1,8,-,-,-,-,-,0,0,3,6,10,11,13,17,76%
Alexandre Lacazette,10,"95'29""",-,1,7,3,5,,6,3,12,3,2,-,1,-,6,6,16,18,21,26,43,50,86%
Christophe Jallet,13,"62'17""",-,2,-,5,2,5,,-,7,4,-,-,-,-,3,4,17,21,5,5,25,30,83%
Sergi Darder,14,"78'49""",1,2,4,7,2,3,4,,9,2,6,-,1,-,5,8,27,31,9,12,41,51,80%
Mathieu Valbuena,19,"95'29""",-,-,8,7,3,17,2,4,,2,1,1,1,1,7,8,30,32,10,15,47,55,85%
Maxime Gonalons,21,"74'01""",-,6,8,5,-,2,1,11,7,,2,-,-,-,9,10,25,25,8,8,42,43,98%
Samuel Umtiti,23,"95'29""",4,4,6,11,1,2,2,7,3,2,,3,-,-,4,8,37,37,4,6,45,51,88%
Jordan Ferri 12,,"16'40""",-,-,4,4,-,-,-,-,1,-,1,,3,-,8,8,2,2,3,3,13,13,100%
Rafael 20,,"33'12""",2,3,-,3,-,1,-,2,1,-,3,1,,2,1,1,10,14,7,7,18,22,82%
Maxwel Cornet 27,,"24'25""",-,-,-,-,-,-,-,-,3,-,-,-,-,,0,0,2,3,1,1,3,4,75%
Total passes received:,,,12,30,48,65,17,53,27,43,64,30,43,11,12,7,69,88,266 294 127 148,,,,462,530,87%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,4,6,7,10,13,17,21,22,28,5,14,19,PC,PA,PC,PA,PC,PA,PC,PA,%
Yuri Lodygin,1,"95'29""",,-,1,1,-,1,-,-,-,15,3,-,-,-,19,31,0,1,2,2,21,34,62%
Aleksandr Anyukov,2,"90'04""",-,,-,-,4,-,2,-,-,3,1,-,-,-,0,2,9,13,1,1,10,16,62%
Domenico Criscito,4,"74'54""",-,-,,4,-,1,-,3,-,1,3,-,-,-,1,4,5,7,6,7,12,18,67%
Nicolas Lombaerts,6,"95'29""",1,-,3,,-,4,2,5,1,-,2,-,-,-,1,2,15,15,2,2,18,19,95%
Hulk,7,"95'29""",-,1,-,-,,6,-,2,-,2,2,1,1,1,1,2,9,13,6,8,16,23,70%
Danny,10,"95'29""",-,7,4,-,10,,-,8,1,1,4,-,-,1,5,6,18,19,13,15,36,40,90%
Luís Neto,13,"95'29""",1,1,-,2,-,3,,-,2,1,-,-,-,-,1,3,5,6,4,6,10,15,67%
Oleg Shatov,17,"95'29""",-,-,3,-,5,6,-,,3,3,10,-,-,1,3,3,16,18,12,16,31,37,84%
Javi García,21,"81'33""",-,-,1,-,2,3,-,4,,1,2,-,-,1,1,1,6,8,7,9,14,18,78%
Artem Dzyuba,22,"84'55""",-,1,-,-,5,4,-,2,-,,2,-,-,-,0,0,7,9,7,12,14,21,67%
Axel Witsel,28,"95'29""",-,2,2,2,6,6,-,8,2,5,,-,1,1,0,1,17,18,18,21,35,40,88%
Aleksandr Ryazantsev,5,"10'34""",-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,1,0,0,0,1,0%
Artur Yusupov 14,,"13'56""",-,1,-,-,-,2,-,1,-,1,-,-,,1,3,3,3,3,0,0,6,6,100%
Igor Smolnikov 19,,"20'35""",1,-,-,1,1,-,-,3,-,-,-,-,1,,2,2,4,4,1,1,7,7,100%
Total passes received:,,,3,13,14,10,33,36,4,36,9,33,29,1,3,6,37,60,114 135,,79,100,230,295,78%
,,,,,,,,,,,,,,,,,,,,,,,,02:34:57CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,05 Nov 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
