Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 4 - Wednesday 4 November 2015,,,,,,,,,,,,,,,,,,,,,,,,,
GROUP G - Sammy Ofer Stadium - Haifa,,,,,,,,,,,,,,,,,,,,,,,,,
Maccabi Tel Aviv FC,,,,,,,,,,1 - 3,,,,,,,,FC Porto,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,95,6,7,11,18,20,22,26,28,31,42,9,24,40,PC,PA,PC,PA,PC,PA,PC,PA,%
Predrag Rajković,95,"92'12""",,-,-,-,1,2,-,-,-,3,1,-,1,2,3,9,6,6,1,1,10,16,62%
Gal Alberman,6,"92'12""",-,,4,1,8,1,6,4,2,6,2,-,4,1,2,6,27,28,10,10,39,44,89%
Eran Zahavi,7,"92'12""",-,3,,5,2,1,6,2,3,2,6,1,6,1,2,2,23,26,13,20,38,48,79%
Tal Ben Haim II,11,"92'12""",-,-,2,,2,-,1,1,1,-,-,-,6,-,1,1,7,11,5,6,13,18,72%
Eytan Tibi,18,"92'12""",2,5,2,8,,-,2,10,-,-,5,1,7,-,4,6,34,37,4,5,42,48,88%
Omri Ben Harush,20,"45'05""",1,1,1,-,-,,1,1,4,5,2,-,-,-,2,4,12,12,2,3,16,19,84%
Avraham Rikan,22,"92'12""",-,5,12,2,1,-,,-,-,7,3,1,-,-,1,1,21,25,9,10,31,36,86%
Tal Ben Haim I,26,"92'12""",1,3,3,1,13,1,-,,-,12,1,-,3,-,0,0,30,32,8,9,38,41,93%
Gil Vermouth,28,"45'05""",-,1,2,2,-,4,1,-,,2,1,-,-,-,0,1,10,11,3,5,13,17,76%
Carlos García,31,"92'12""",4,8,5,3,1,7,9,8,3,,4,-,1,-,4,5,45,46,4,4,53,55,96%
Dor Peretz,42,"81'23""",-,2,2,-,2,2,4,1,2,5,,2,2,-,1,1,15,15,8,9,24,25,96%
Eden Ben Basat,9,"47'07""",-,1,2,1,1,-,2,1,-,-,1,,1,-,1,1,3,3,6,7,10,11,91%
Nikola Mitrović 24,,"47'07""",-,6,3,5,4,-,1,-,-,2,1,3,,1,3,4,15,16,8,9,26,29,90%
Nosa Igiebor 40,,"10'48""",-,1,2,-,1,-,1,-,-,-,-,-,-,,0,0,4,4,1,1,5,5,100%
Total passes received:,,,8,36,40,28,36,18,34,28,15,44,27,8,31,5,24,41,252 272,,82,99,358,412,87%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,12,2,3,5,6,9,11,15,20,21,22,7,16,25,PC,PA,PC,PA,PC,PA,PC,PA,%
Iker Casillas,12,"92'12""",,-,3,5,-,-,1,-,1,2,-,1,1,-,5,10,8,9,1,1,14,20,70%
Maxi Pereira,2,"92'12""",1,,6,1,2,-,1,2,8,-,4,3,2,1,0,3,23,27,8,11,31,41,76%
Bruno Martins Indi,3,"92'12""",2,5,,12,5,3,1,5,1,-,11,-,2,-,3,3,35,35,9,10,47,48,98%
Iván Marcano,5,"92'12""",-,1,9,,5,3,3,2,3,7,8,-,2,-,2,5,35,38,6,7,43,50,86%
Rúben Neves,6,"92'12""",-,4,7,7,,4,4,1,4,5,9,1,3,-,5,10,32,35,12,14,49,59,83%
Vincent Aboubakar,9,"92'12""",-,2,-,-,-,,3,1,6,1,4,2,2,1,0,0,13,16,9,12,22,28,79%
Cristian Tello,11,"75'09""",-,2,1,-,3,2,,5,-,5,1,-,2,-,0,0,13,16,8,8,21,24,88%
Evandro,15,"61'26""",-,5,1,2,3,4,3,,-,2,6,-,-,-,1,1,10,12,15,18,26,31,84%
André André,20,"88'18""",-,6,3,2,5,3,3,6,,1,3,-,-,-,1,2,20,24,11,14,32,40,80%
Miguel Layún,21,"92'12""",2,-,2,3,3,2,1,2,5,,3,-,-,-,4,6,14,19,5,5,23,30,77%
Danilo,22,"92'12""",2,11,6,8,8,1,4,1,8,6,,1,2,-,6,9,39,40,13,15,58,64,91%
Silvestre Varela,7,"17'02""",-,4,-,-,1,1,-,-,-,-,-,,1,-,0,0,4,5,3,3,7,8,88%
Hector Herrera 16,,"30'45""",-,1,2,1,2,2,2,-,-,1,3,2,,-,1,2,9,10,6,6,16,18,89%
Giannelli Imbula 25,,"3'54""",-,1,-,-,-,-,-,-,-,-,-,-,-,,0,0,1,1,0,0,1,1,100%
Total passes received:,,,7,42,40,41,37,25,26,25,36,30,52,10,17,2,28,51,256 287 106 124,,,,390,462,84%
,,,,,,,,,,,,,,,,,,,,,,,,01:09:11CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,05 Nov 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
