Id;Label
11;"Jackson Martínez"
10;"Óliver Torres "
13;"Jan Oblak"
15;"Stefan Savić"
14;"Gabi"
17;"Saúl Ñíguez"
16;"Ángel Correa "
2;"Diego Godín"
5;"Tiago"
4;"Guilherme Siqueira"
7;"Antoine Griezmann"
9;"Fernando Torres"
20;"Juanfran"
21;"Yannick Carrasco"
