Id;Label
12;"Marcelo"
20;"Jesé"
14;"Casemiro"
22;"Isco"
23;"Danilo"
19;"Luka Modrić"
18;"Lucas Vázquez "
16;"Mateo Kovačić "
1;"Keylor Navas"
2;"Raphaël Varane"
4;"Sergio Ramos"
7;"Cristiano Ronaldo"
6;"Nacho"
8;"Toni Kroos"
