Passing Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 4 - Tuesday 3 November 2015,,,,,,,,,,,,,,,,,,,,,,,,,
GROUP A - Arena Lviv - Lviv,,,,,,,,,,,,,,,,,,,,,,,,,
FC Shakhtar Donetsk,,,,,,,,,,4 - 0,,,,,,,,Malmö FF,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,32,5,6,8,10,11,21,29,33,44,66,22,28,74,PC,PA,PC,PA,PC,PA,PC,PA,%
Anton Kanibolotskiy,32,"97'10""",,4,1,-,-,-,1,-,1,4,2,-,-,-,2,7,7,7,4,4,13,18,72%
Olexandr Kucher,5,"97'10""",2,,2,9,3,7,2,1,14,5,1,2,5,1,5,9,38,42,11,12,54,63,86%
Taras Stepanenko,6,"97'10""",-,8,,3,1,4,-,3,2,4,3,-,2,1,1,1,20,21,10,11,31,33,94%
Fred,8,"71'59""",1,8,5,,7,10,-,4,12,-,1,1,-,-,1,5,31,34,17,19,49,58,84%
Bernard,10,"78'35""",-,1,1,4,,6,1,5,3,1,7,2,-,-,3,3,22,25,6,8,31,36,86%
Marlos,11,"97'10""",-,1,3,10,7,,1,10,21,2,2,2,6,1,2,2,41,46,23,24,66,72,92%
Olexandr Gladkiy,21,"49'07""",-,-,-,-,-,4,,-,-,1,-,-,-,-,1,1,1,3,3,3,5,7,71%
Alex Teixeira,29,"97'10""",-,-,-,3,1,16,2,,5,-,4,3,6,2,1,1,21,24,20,22,42,47,89%
Darijo Srna,33,"97'10""",5,12,3,9,4,10,2,8,,2,1,1,4,2,5,9,47,54,11,13,63,76,83%
Yaroslav Rakitskiy,44,"97'10""",3,6,3,2,3,1,2,3,4,,6,1,2,1,9,11,20,20,8,9,37,40,92%
Márcio Azevedo,66,"97'10""",-,1,2,3,8,2,1,6,1,8,,-,3,1,1,1,18,19,17,18,36,38,95%
Eduardo 22,,"48'03""",-,1,-,-,2,2,-,1,-,3,-,,-,-,0,0,6,6,3,6,9,12,75%
Taison 28,,"25'11""",-,5,3,-,-,3,-,6,4,2,3,-,,2,3,4,17,18,8,9,28,31,90%
Viktor Kovalenko 74,,"18'35""",-,-,2,-,-,1,-,4,-,-,3,1,2,,1,1,8,9,4,5,13,15,87%
Total passes received:,,,11,47,25,43,36,66,12,51,67,32,33,13,30,11,35,55,297 328 145 163,,,,477,546,87%
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,3,6,8,9,17,20,21,23,28,5,13,19,PC,PA,PC,PA,PC,PA,PC,PA,%
Johan Wiland,1,"97'10""",,1,1,-,-,2,-,1,4,2,-,1,-,-,8,19,3,3,1,1,12,23,52%
Pa Konate,2,"97'10""",1,,-,-,3,1,3,-,-,3,-,1,4,2,0,1,14,17,4,4,18,22,82%
Anton Tinnerholm,3,"97'10""",-,-,,-,3,3,2,6,1,-,4,2,2,-,1,5,15,16,7,9,23,30,77%
Oscar Lewicki,6,"10'39""",-,-,-,,-,-,-,-,-,-,1,-,-,-,0,0,1,1,0,0,1,1,100%
Enoch Kofi Adu,8,"97'10""",3,3,6,-,,3,3,2,3,2,5,7,-,1,1,2,28,30,9,10,38,42,90%
Markus Rosenberg,9,"97'10""",-,-,-,-,4,,-,2,-,1,10,-,1,-,1,2,9,15,8,9,18,26,69%
Rasmus Bengtsson,17,"97'10""",-,5,-,-,4,-,,-,3,-,-,1,3,-,3,5,12,12,1,2,16,19,84%
Vladimir Rodić,20,"97'10""",-,-,4,-,2,2,1,,1,-,6,4,-,-,1,3,9,11,10,13,20,27,74%
Kári Árnason,21,"93'04""",2,-,2,-,7,1,1,1,,-,-,1,-,-,3,5,10,12,2,3,15,20,75%
Jo Inge Berget,23,"49'07""",-,3,-,-,-,-,-,-,-,,3,-,-,-,0,0,1,5,5,8,6,13,46%
Nikola Djurdjić,28,"77'11""",-,1,6,-,2,4,-,5,1,3,,2,-,-,1,3,15,20,8,10,24,33,73%
Erdal Rakip,5,"86'31""",-,2,2,-,5,2,2,2,2,-,3,,6,-,2,3,14,16,10,12,26,31,84%
Yoshimar Yotún 13,,"48'03""",-,2,-,-,-,3,1,-,-,-,3,3,,1,1,2,8,9,4,7,13,18,72%
Magnus Wolff Eikrem 19,,"19'59""",-,-,-,-,-,-,-,-,-,-,-,2,2,,0,0,3,3,1,1,4,4,100%
Total passes received:,,,6,17,21,0,30,21,13,19,15,11,35,24,18,4,22,50,142 170,,70,89,234,309,76%
,,,,,,,,,,,,,,,,,,,,,,,,11:59:42CET,
TP: Time played,PA: Passes attempted,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,,07 Nov 2015,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
