Id;Label
24;"Bryan Cristante "
10;"Nicolás Gaitán"
39;"Carcela-González "
12;"Júlio César"
20;"Gonçalo Guedes"
21;"Pizzi "
17;"Jonas"
19;"Eliseu"
30;"Talisca"
28;"Sílvio"
34;"André Almeida"
33;"Jardel"
4;"Luisão"
9;"Raúl Jiménez"
