Id;Label
11;"Lukas Podolski"
10;"Wesley Sneijder"
21;"Aurélien Chedjou"
17;"Burak Yılmaz"
55;"Sabri Sarıoğlu"
22;"Hakan Balta"
29;"Olcan Adın"
52;"Emre Çolak "
1;"Fernando Muslera"
5;"Bilal Kisa"
7;"Yasin Öztekin"
9;"Umut Bulut"
8;"Selçuk İnan"
64;"Jason Denayer"
