Id;Label
11;"Kostas Mitroglou "
10;"Nicolás Gaitán"
12;"Júlio César"
20;"Gonçalo Guedes"
21;"Pizzi "
17;"Jonas"
19;"Eliseu"
50;"Nélson Semedo"
34;"André Almeida"
33;"Jardel"
5;"Ljubomir Fejsa"
4;"Luisão"
7;"Andreas Samaris"
9;"Raúl Jiménez"
