Id;Label
10;"Alan Dzagoev"
66;"Bibras Natcho"
23;"Georgi Milanov "
18;"Ahmed Musa"
42;"Georgi Schennikov"
88;"Seydou Doumbia"
35;"Igor Akinfeev"
3;"Pontus Wernbloom"
2;"Mário Fernandes"
4;"Sergei Ignashevich"
7;"Zoran Tošić"
6;"Aleksei Berezutski"
8;"Kirill Panchenko"
25;"Roman Eremenko "
