Id;Label
11;"Luciano Narsingh"
10;"Adam Maher"
20;"Joshua Brenet"
14;"Simon Poulsen "
16;"Maxime Lestienne"
19;"Jürgen Locadia"
23;"Rai Vloet "
29;"Jorrit Hendrix"
1;"Jeroen Zoet"
3;"Héctor Moreno"
5;"Jeffrey Bruma"
4;"Santiago Arias"
7;"Gastón Pereiro"
6;"Davy Pröpper"
