Id;Label
11;"Lukas Podolski"
10;"Wesley Sneijder"
26;"Semih Kaya"
14;"José Rodríguez "
22;"Hakan Balta"
23;"Lionel Carole"
55;"Sabri Sarıoğlu "
18;"Sinan Gümüs "
1;"Fernando Muslera"
5;"Bilal Kisa"
7;"Yasin Öztekin"
9;"Umut Bulut"
8;"Selçuk İnan"
64;"Jason Denayer"
