Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 4 - Tuesday 3 November 2015,,,,,,,,,,,,,,,
GROUP D - Estadio Ramón Sánchez-Pizjuán - Seville,,,,,,,,,,,,,,,
,Sevilla FC,,,,,,1 - 3,,,,,Manchester City FC,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Sergio Rico,1,"96'10""",,,,,,,,,,,,
,Benoît Trémoulinas,2,"96'10""",1,1,,,,,2,,4,,,
,Adil Rami,3,"96'10""",,,,,1,,1,1,,,,
,Grzegorz Krychowiak,4,"96'10""",,,,,,1,4,4,,1,,
,Timothée Kolodziejczak,5,"96'10""",,1,,,,,,1,,,,
,Vicente Iborra,8,"47'03""",,,,,1,,1,,,,,
,Éver Banega,19,"96'10""",,,,,,1,,1,,,,
,Vitolo,20,"96'10""",,,,,,,1,1,,,,
,Yevhen Konoplyanka,22,"96'10""",,,,,1,1,,,,,,
,Coke,23,"57'00""",,,,,,1,,1,1,,,
,Fernando Llorente,24,"66'04""",,,,,2,,,,1,,,
,David Soria,31,,,,,,,,,,,,,
,Michael Krohn-Dehli,7,"49'08""",,,,,,,,,,,,
,José Antonio Reyes,10,,,,,,,,,,,,,
,Ciro Immobile,11,"30'06""",,,,,1,,1,,,,,
,Steven N'Zonzi,15,,,,,,,,,,,,,
,Sergio Escudero,18,,,,,,,,,,,,,
,Mariano Ferreira,25,"39'10""",,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"96'10""",,,,,,,,1,,,,1,Joe Hart
,,"96'10""",,,,,,,,,,,,3,Bacary Sagna
,,"96'10""",,,,,,,,1,,,,4,Vincent Kompany
,,"96'10""",,,,,,,,1,,,,6,Fernando
,,"74'42""",1,1,,,,1,3,,,,,7,Raheem Sterling
,,"96'10""",,1,,,,,1,,,,,11,Aleksandar Kolarov
,,"87'28""",1,2,,,2,3,1,1,,,,14,Wilfried Bony
,,"96'10""",,2,,,,,,2,,,,15,Jesús Navas
,,"91'45""",1,3,,,2,,2,1,,,,25,Fernandinho
,,"96'10""",,1,,,1,,1,,,,,30,Nicolás Otamendi
,,"96'10""",,,,,1,1,2,3,,,,42,Yaya Touré
,,,,,,,,,,,,,,13,Willy Caballero
,,"21'28""",,1,,,,,1,,,,,17,Kevin De Bruyne
,,"8'42""",,,,,,,,,,,,18,Fabian Delph
,,,,,,,,,,,,,,20,Eliaquim Mangala
,,,,,,,,,,,,,,22,Gaël Clichy
,,"4'26""",,,,,,,,,,,,26,Martín Demichelis
,,,,,,,,,,,,,,62,Brandon Barker
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,00:56:54CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,04 Nov 2015
UEFA Media Information,,,,,,,,,,,,,,,
