Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 4 - Wednesday 4 November 2015,,,,,,,,,,,,,,,
GROUP F - Stadio Georgios Karaiskakis - Piraeus,,,,,,,,,,,,,,,
,Olympiacos FC,,,,,,2 - 1,,,,GNK Dinamo Zagreb,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Roberto,16,"94'00""",,,,,,,,,,,,
,Alberto Botía,3,"51'57""",,,,,,,1,,,,,
,Luka Milivojević,5,"94'00""",,,,,2,1,3,2,,,,
,Kostas Fortounis,7,"94'00""",,1,,,2,,,2,,,,
,Pajtim Kasami,11,"80'58""",,,,,1,1,,2,,,,
,Omar Elabdellaoui,14,"94'00""",,,,,,1,1,,,,,
,Dimitris Siovas,23,"94'00""",,,,,1,,,,,,,
,Arthur Masuaku,26,"94'00""",,,,,,,,1,,,,
,Hernâni,77,"64'19""",,1,,,1,,,3,,,,
,Sebá,92,"94'00""",,1,,,2,,3,2,,,,
,Ideye Brown,99,"94'00""",,,,,,,,3,,,,
,Stefanos Kapino,37,,,,,,,,,,,,,
,Manuel da Costa,6,"42'02""",,,,,1,,,,,,,
,Alfred Finnbogason,9,"13'02""",,,,,,,,,,,,
,Alan Pulido,17,,,,,,,,,,,,,
,Leandro Salino,30,,,,,,,,,,,,,
,Felipe Pardo,90,"29'41""",2,2,,,,,1,1,,,,
,Esteban Cambiasso,91,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'00""",,,,,,,,,,,,34,Eduardo
,,"94'00""",,,,,,1,,,,,,8,Domagoj Antolić
,,"94'00""",,,,,,,2,1,,1,,10,Paulo Machado
,,"88'23""",,,,,,,2,,,,,11,Junior Fernandes
,,"94'00""",,,,,,,3,,,1,,13,Gonçalo Santos
,,"57'44""",1,2,,,,1,,1,1,,,15,Armin Hodžić
,,"79'04""",,,,,,,5,,,2,1,19,Josip Pivarić
,,"80'45""",,,,,,,,1,1,,,20,Marko Pjaca
,,"94'00""",,,,,,,2,4,,1,,30,Marko Rog
,,"94'00""",,,,,,,2,,,,,77,Alexandru Măţel
,,"94'00""",,,,,,,1,,,,,87,Jérémy Taravel
,,,,,,,,,,,,,,1,Antonijo Ježina
,,"5'37""",,,,,,,,,,,,3,Mario Musa
,,,,,,,,,,,,,,4,Damir Šovšić
,,"36'16""",,,,,,,,,1,,,9,Ángelo Henríquez
,,,,,,,,,,,,,,18,Domagoj Pavičić
,,"13'15""",,,,,,,,,,,,22,Leonardo Sigali
,,,,,,,,,,,,,,24,Ante Ćorić
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:51:57CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,05 Nov 2015
UEFA Media Information,,,,,,,,,,,,,,,
