Passing distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 5 - Wednesday 26 November 2014,,,,,,,,,,,,,,,,,,,,,,,,,
Group A - Estadio Vicente Calderón - Madrid,,,,,,,,,,,,,,,,,,,,,,,,,
Club Atlético de Madrid,,,,,,,,,,4 - 0,,,,,,,Olympiacos FC,,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,1,2,5,6,8,9,10,14,15,20,24,4,7,11,PC,PA,PC,PA,PC,PA,PC,PA,%
Miguel Ángel Moyà,1,93'16,,3,-,-,-,1,-,1,2,1,6,-,-,-,4,5,9,10,1,1,14,16,0.88
Diego Godín,2,93'16,4,,4,10,2,2,1,3,9,1,3,4,-,1,14,14,20,20,10,11,44,45,0.98
Tiago,5,46'15,-,5,,5,2,-,4,6,4,2,2,-,-,-,6,6,15,17,9,9,30,32,0.94
Koke,6,93'16,1,8,6,,5,1,3,6,8,8,4,5,2,1,6,10,39,41,13,13,58,64,0.91
Raúl García,8,93'16,-,1,-,5,,1,1,1,-,5,-,1,2,1,2,2,10,14,6,6,18,22,0.82
Mario Mandžukić,9,70'12,-,-,1,-,1,,1,-,2,2,-,-,-,-,0,0,5,7,2,3,7,10,0.7
Arda Turan,10,67'01,-,-,2,5,1,4,,10,3,12,-,2,-,-,1,1,20,22,18,20,39,43,0.91
Gabi,14,93'16,1,6,5,9,6,1,13,,3,28,13,2,1,3,8,9,62,62,21,21,91,92,0.99
Cristian Ansaldi,15,93'16,1,2,1,10,1,-,2,1,,-,2,3,2,-,3,5,11,13,11,11,25,29,0.86
Juanfran,20,93'16,-,2,5,-,6,3,15,23,1,,5,4,1,1,4,6,39,44,23,25,66,75,0.88
José María Giménez,24,93'16,3,5,1,3,1,-,2,13,2,6,,3,-,-,4,8,31,32,4,4,39,44,0.89
Mario Suárez,4,47'01,-,2,-,7,1,-,1,11,1,3,2,,-,1,3,3,20,21,6,6,29,30,0.97
Antoine Griezmann,7,23'04,-,-,-,3,-,-,-,-,3,-,-,1,,1,0,0,4,4,4,4,8,8,1
Raúl Jiménez 11,,26'15,-,1,-,1,-,-,-,-,-,2,-,-,2,,1,2,4,5,1,3,6,10,0.6
Total passes received:,,,10,35,25,58,26,13,43,75,38,70,37,25,10,9,56,71,289 312 129 137,,,,474,520,0.91
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,16,2,3,5,6,7,8,10,14,22,26,11,18,19,PC,PA,PC,PA,PC,PA,PC,PA,%
Roberto,16,93'16,,1,-,1,1,-,2,1,4,5,4,-,-,-,9,13,10,11,0,0,19,24,0.79
Giannis Maniatis,2,46'15,1,,1,2,-,1,1,1,2,-,-,-,-,-,0,1,8,10,1,3,9,14,0.64
Alberto Botía,3,93'16,3,1,,5,-,1,3,2,6,11,3,-,2,1,4,5,32,34,2,2,38,41,0.93
Luka Milivojević,5,93'16,-,-,3,,2,-,8,2,9,2,5,1,4,2,12,14,21,22,5,5,38,41,0.93
Ibrahim Afellay,6,46'15,-,-,3,2,,-,1,3,1,2,2,-,-,-,1,1,13,13,0,0,14,14,1
Kostas Mitroglou,7,93'16,-,-,-,2,-,,-,2,-,-,-,-,-,1,0,0,3,5,2,3,5,8,0.62
Delvin N'Dinga,8,93'16,-,5,4,7,1,-,,2,8,4,8,3,7,1,3,3,36,37,11,13,50,53,0.94
Alejandro Domínguez,10,72'51,-,2,-,3,-,2,3,,4,4,1,2,-,1,0,0,17,18,5,6,22,24,0.92
Omar Elabdellaoui,14,93'16,4,5,8,2,1,1,9,2,,-,-,9,1,-,2,3,23,24,17,17,42,44,0.95
Éric Abidal,22,93'16,1,-,9,2,4,-,11,2,3,,5,2,1,3,3,6,32,34,8,9,43,49,0.88
Arthur Masuaku,26,93'16,-,1,2,5,3,1,2,3,-,5,,1,1,1,1,2,20,26,4,5,25,33,0.76
Pajtim Kasami 11,,47'01,-,-,-,3,-,-,3,1,7,2,-,,2,1,2,2,12,13,5,5,19,20,0.95
Andreas Bouchalakis 18,,20'26,-,-,1,2,-,-,4,-,1,2,3,2,,1,1,1,10,10,5,5,16,16,1
David Fuster 19,,47'01,-,-,-,1,-,-,1,2,1,1,1,1,-,,1,1,5,6,2,4,8,11,0.73
Total passes received:,,,9,15,31,37,12,6,48,23,46,38,32,21,18,12,39,52,242 263,,67,77,348,392,0.89
,,,,,,,,,,,,,,,,,,,,,,,,02:27:44CET,
TP: Time played,PA: Passes attempted,,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,27 Nov 2014,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
