Passing distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday 5 - Tuesday 25 November 2014,,,,,,,,,,,,,,,,,,,,,,,,,
Group H - Borisov-Arena - Borisov,,,,,,,,,,,,,,,,,,,,,,,,,
FC BATE Borisov,,,,,,,,,,0 - 3,,,,,,,,FC Porto,,,,,,,
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,16,3,5,7,8,20,22,23,42,55,62,9,13,25,PC,PA,PC,PA,PC,PA,PC,PA,%
Sergei Chernik,16,94'19,,1,-,1,-,-,-,3,-,1,-,-,-,-,2,2,4,4,0,0,6,6,1
Vitali Gayduchik,3,94'19,8,,1,-,4,-,1,1,-,7,1,1,1,-,7,7,13,15,5,7,25,29,0.86
Evgeni Yablonski,5,94'19,-,1,,-,1,1,-,2,2,3,1,3,1,1,0,2,12,16,4,5,16,23,0.7
Aleksandr Karnitski,7,66'24,-,-,-,,1,1,-,1,2,-,4,-,-,-,0,0,6,9,3,6,9,15,0.6
Aleksandr Volodko,8,94'19,-,4,2,-,,3,1,2,-,4,2,-,1,-,1,1,12,17,6,6,19,24,0.79
Vitali Rodionov,20,74'45,-,-,-,1,2,,-,-,1,1,1,-,-,-,0,0,2,3,4,6,6,9,0.67
Filip Mladenović,22,71'25,1,-,1,-,1,1,,-,1,3,-,-,-,-,1,1,6,8,1,1,8,10,0.8
Edgar Olekhnovich,23,94'19,-,5,1,2,4,1,-,,-,2,1,-,-,1,0,0,15,16,2,3,17,19,0.89
Maksim Volodko,42,94'19,1,-,-,2,-,1,1,-,,4,3,-,-,-,1,1,5,6,6,9,12,16,0.75
Nemanja Tubić,55,94'19,9,3,2,1,1,-,2,-,2,,-,1,-,2,2,5,19,22,2,2,23,29,0.79
Mikhail Gordeychuk,62,94'19,-,-,1,4,3,2,-,2,3,1,,1,-,1,0,2,8,10,10,13,18,25,0.72
Ilya Aleksievich,9,22'54,-,1,-,-,-,-,-,1,3,2,-,,-,1,0,0,6,6,2,2,8,8,1
Nikolai Signevich 13,,19'35,-,-,-,-,-,-,-,1,-,-,-,-,,3,0,0,1,2,3,3,4,5,0.8
Dmitri Baga 25,,27'56,-,-,1,-,-,-,-,-,1,1,2,-,1,,1,1,5,6,0,1,6,8,0.75
Total passes received:,,,19,15,9,11,17,10,5,13,15,29,15,6,4,9,15,22,114 140,,48,64,177,226,0.78
,,,To,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Long,,Medium,,Short,,,Total,
From,,TP,12,2,3,5,6,7,8,9,16,26,30,10,11,18,PC,PA,PC,PA,PC,PA,PC,PA,%
Fabiano,12,94'19,,3,3,1,-,-,-,-,-,1,-,-,-,-,1,1,7,7,0,0,8,8,1
Danilo,2,94'19,4,,18,4,6,10,-,3,11,3,2,1,3,1,8,13,47,49,11,13,66,75,0.88
Bruno Martins Indi,3,94'19,4,18,,30,12,1,1,-,8,-,2,-,-,-,9,10,58,59,9,9,76,78,0.97
Iván Marcano,5,94'19,2,-,16,,4,-,7,4,3,24,14,-,-,-,2,3,63,65,9,9,74,77,0.96
Casemiro,6,94'19,-,18,9,10,,4,3,3,7,6,9,-,-,-,15,16,42,44,12,12,69,72,0.96
Ricardo Quaresma,7,71'11,-,9,2,1,2,,1,-,1,1,-,-,-,-,2,2,10,16,5,6,17,24,0.71
Yacine Brahimi,8,83'08,1,4,2,3,6,1,,4,5,4,12,-,-,-,6,7,25,26,11,11,42,44,0.95
Jackson Martínez,9,89'39,-,3,1,-,2,3,1,,7,1,5,-,1,-,4,4,10,11,10,11,24,26,0.92
Hector Herrera,16,94'19,1,10,3,6,8,6,5,6,,3,7,2,2,-,10,11,35,40,14,17,59,68,0.87
Alex Sandro,26,94'19,-,1,4,6,4,-,14,1,6,,12,1,-,-,6,10,31,36,12,14,49,60,0.82
Óliver Torres,30,94'19,-,3,4,7,11,2,14,1,12,13,,3,2,2,13,13,46,51,15,16,74,80,0.92
Juan Quintero 10,,4'40,-,-,-,1,-,-,-,-,-,1,3,,-,-,1,1,3,4,1,1,5,6,0.83
Cristian Tello 11,,23'09,-,4,-,-,2,-,-,-,1,-,-,-,,-,0,1,5,5,2,2,7,8,0.88
Adrián López 18,,11'11,-,-,-,-,-,-,-,-,-,-,3,-,-,,0,0,2,2,1,1,3,3,1
Total passes received:,,,12,73,62,69,57,27,46,22,61,57,69,7,8,3,77,92,384 415 112 122,,,,573,629,0.91
,,,,,,,,,,,,,,,,,,,,,,,,23:48:12CET,
TP: Time played,PA: Passes attempted,,,,,,PC: Passes completed,,,,,,%: Passing success percentage,,,,,,,,,,,25 Nov 2014,
UEFA Media Information,,,,,,,,,,,,,,,,,,,,,,,,,
