Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 1 - Tuesday 15 September 2015,,,,,,,,,,,,,,,
Group C - Ali Sami Yen Spor Kompleksi - Istanbul,,,,,,,,,,,,,,,
,Galatasaray AŞ,,,,,,0 - 2,,,,Club Atlético de Madrid,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Fernando Muslera,1,"94'10""",,,,,,,,,,,,
,Selçuk İnan,8,"94'10""",,1,,,1,1,3,3,,,,
,Wesley Sneijder,10,"94'10""",,1,,,2,2,,1,,,,
,Lukas Podolski,11,"72'02""",,,,,2,,4,,,,,
,Burak Yılmaz,17,"94'10""",,1,,,1,1,4,2,1,1,,
,Hakan Balta,22,"94'10""",,,,,,,1,3,,,,
,Lionel Carole,23,"94'10""",,,,,,,,,,,,
,Semih Kaya,26,"94'10""",,,,,1,1,,3,,,,
,Emre Çolak,52,"31'57""",,,,,,,,,,,,
,Sabri Sarıoğlu,55,"46'06""",,,,,,,,,,,,
,Jason Denayer,64,"94'10""",,,,,1,,1,,,,,
,Cenk Gönen,99,,,,,,,,,,,,,
,Yasin Öztekin,7,"48'03""",,,,,1,1,2,3,,1,,
,Umut Bulut,9,"62'13""",,,,,3,1,,,,,,
,José Rodríguez,14,,,,,,,,,,,,,
,Sinan Gümüs,18,"22'08""",,,,,,1,1,,,,,
,Koray Günter,28,,,,,,,,,,,,,
,Olcan Adın,29,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'10""",,,,,,,,,,,,13,Jan Oblak
,,"94'10""",,,,,,,,1,,,,2,Diego Godín
,,"94'10""",,,,,,,1,2,,,,4,Guilherme Siqueira
,,"94'10""",,,,,1,,,4,,,,5,Tiago
,,"94'10""",,,,,,1,2,,,,,6,Koke
,,"94'10""",2,4,,,,,1,2,,,,7,Antoine Griezmann
,,"60'51""",,1,,,,1,2,,,,,11,Jackson Martínez
,,"80'49""",,,,,2,1,2,1,,,,17,Saúl Ñíguez
,,"94'10""",,,,,,,,2,,,,20,Juanfran
,,"63'04""",,2,,,,1,3,2,,,,23,Luciano Vietto
,,"94'10""",,1,,,,,1,1,,,,24,José María Giménez
,,,,,,,,,,,,,,1,Miguel Ángel Moyà
,,"33'18""",,,,,,,3,,,,,9,Fernando Torres
,,"13'21""",,,,,,,1,1,,,,10,Óliver Torres
,,"31'05""",,,,,,,1,,,1,,14,Gabi
,,,,,,,,,,,,,,15,Stefan Savić
,,,,,,,,,,,,,,16,Ángel Correa
,,,,,,,,,,,,,,18,Jesús Gámez
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:16:40CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,16 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
