Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 1 - Tuesday 15 September 2015,,,,,,,,,,,,,,,
Group D - Estadio Ramón Sánchez Pizjuán - Seville,,,,,,,,,,,,,,,
,Sevilla FC,,,,,,3 - 0,,,VfL Borussia Mönchengladbach,,,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Sergio Rico,1,"92'04""",,,,,,,,,,,,
,Benoît Trémoulinas,2,"92'04""",,,,,1,,,3,1,,,
,Grzegorz Krychowiak,4,"92'04""",,,,,,,5,3,,,,
,Timothée Kolodziejczak,5,"92'04""",,,,,,,1,,,,,
,Kevin Gameiro,9,"70'26""",1,2,,1,2,,,1,1,,,
,José Antonio Reyes,10,"83'02""",,,,,2,2,2,2,,1,,
,Steven N'Zonzi,15,"92'04""",,,,,,,2,,,1,,
,Marco Andreolli,17,"92'04""",,,,,,,1,,,,,
,Éver Banega,19,"75'10""",1,2,,,1,,1,1,,,,
,Vitolo,20,"92'04""",,,1,,,,,2,,,,
,Coke,23,"92'04""",,,,,1,1,1,2,1,,,
,David Soria,31,,,,,,,,,,,,,
,Michael Krohn-Dehli,7,"16'54""",,,,,,1,,,,,,
,Vicente Iborra,8,,,,,,,,,,,,,
,Ciro Immobile,11,"21'38""",,1,,,,,1,,1,,,
,Yevhen Konoplyanka,22,"9'02""",1,1,,,,,,,,,,
,Fernando Llorente,24,,,,,,,,,,,,,
,Mariano Ferreira,25,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"92'04""",,,,,,,1,,,1,,1,Yann Sommer
,,"92'04""",,,,,1,,1,,,1,,4,Roel Brouwers
,,"92'04""",,,,,,,1,2,,,,6,Håvard Nordtveit
,,"92'04""",,,,,,1,,3,,,,10,Thorgan Hazard
,,"82'46""",,,,,1,1,3,2,,,,11,Raffael
,,"66'55""",,,,,,,3,1,,1,,13,Lars Stindl
,,"92'04""",,1,,,2,,1,,,,,16,Ibrahima Traoré
,,"92'04""",,,,,,,,,,,,17,Oscar Wendt
,,"92'04""",,,,,1,,1,1,,,,24,Tony Jantschke
,,"92'04""",,,,,,,,1,,,,27,Julian Korb
,,"72'06""",,,,,,1,3,1,1,,,28,André Hahn
,,,,,,,,,,,,,,21,Tobias Sippel
,,,,,,,,,,,,,,3,Andreas Christensen
,,"25'08""",,,,,,,,1,,,,8,Mahmoud Dahoud
,,"9'17""",,,,,,,,1,,,,9,Josip Drmic
,,"19'58""",,,,,,,,,,,,14,Nico Schulz
,,,,,,,,,,,,,,18,Marvin Schulz
,,,,,,,,,,,,,,31,Branimir Hrgota
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:15:50CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,16 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
