Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 1 - Tuesday 15 September 2015,,,,,,,,,,,,,,,
Group C - Estádio do SL Benfica - Lisbon,,,,,,,,,,,,,,,
,SL Benfica,,,,,,2 - 0,,,,,,FC Astana,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Júlio César,12,"95'16""",,,,,,,,,,,,
,Luisão,4,"95'16""",,,,,,,2,,,,,
,Andreas Samaris,7,"85'36""",,,,,,1,4,,,1,,
,Nicolás Gaitán,10,"95'16""",1,2,,,,1,1,5,,,,
,Kostas Mitroglou,11,"95'16""",1,1,,,1,,1,1,,,,
,Jonas,17,"73'07""",,3,,,,,,,,,,
,Eliseu,19,"95'16""",,1,,,1,,2,,,,,
,Gonçalo Guedes,20,"95'16""",,,,,2,,1,3,,1,,
,Talisca,30,"77'27""",,1,,,1,,1,2,,,,
,Jardel,33,"95'16""",,,,,1,,1,1,,1,,
,Nélson Semedo,50,"95'16""",,,,,,,2,1,,,,
,Ederson,1,,,,,,,,,,,,,
,Ljubomir Fejsa,5,"9'40""",,,,,,,,,,,,
,Raúl Jiménez,9,"17'49""",,,,,1,,,1,,,,
,P izzi,21,"22'09""",,,,,,,,,,,,
,Sílvio,28,,,,,,,,,,,,,
,Victor Andrade,31,,,,,,,,,,,,,
,Nuno Santos,38,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"95'16""",,,,,,,,,,,,1,Nenad Erić
,,"95'16""",,,,,,,1,1,,1,,5,Marin Aničić
,,"95'16""",,,,,1,,,,1,,,6,Nemanja Maksimović
,,"95'16""",,,,,,1,5,1,,1,,8,Georgi Zhukov
,,"95'16""",,1,,,2,1,1,4,2,,,10,Foxi Kéthévoama
,,"81'24""",,,,,1,,1,4,1,1,,22,Baurzhan Dzholchiyev
,,"92'19""",,,,,1,,1,,,,,33,Branko Ilić
,,"95'16""",,,,,,,1,,,,,44,Evgeni Postnikov
,,"95'16""",,,,,1,,1,2,,,,77,Dmitri Shomko
,,"95'16""",,,,,,1,,1,,,,88,Roger Cañas
,,"46'07""",,,,,1,1,,1,,,,89,Junior Kabananga
,,,,,,,,,,,,,,40,Mikhail Golubnichi
,,,,,,,,,,,,,,2,Yeldos Akhmetov
,,"49'09""",,,1,,,,2,1,1,,,9,Aleksei Schetkin
,,,,,,,,,,,,,,11,Serikzhan Muzhikov
,,,,,,,,,,,,,,12,Igor Pikalkin
,,"13'52""",,,,,1,,,,,,,15,Abzal Beysebekov
,,"2'57""",,,,,,,1,,,,,24,Denys Dedechko
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,02:16:43CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,16 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
