Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 1 - Wednesday 16 September 2015,,,,,,,,,,,,,,,
Group G - NSK Olimpiyskyi - Kyiv,,,,,,,,,,,,,,,
,FC Dynamo Kyiv,,,,,,2 - 2,,,,,,FC Porto,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Olexandr Rybka,23,"94'10""",,,,,,,,,,,,
,Danilo Silva,2,"94'10""",,,,,,,,2,,,,
,Miguel Veloso,4,"87'00""",,,,,,,1,,,,,
,Antunes,5,"94'10""",,,,,1,,3,,,,,
,Aleksandar Dragovic,6,"94'10""",,,,,,,,,,,,
,Júnior Moraes,11,"94'10""",,1,,,1,2,5,3,,,,
,Serhiy Rybalka,17,"94'10""",,,,,,1,3,,,1,,
,Denys Garmash,19,"94'10""",,1,,,1,1,3,1,1,,,
,Oleh Gusev,20,"67'29""",1,1,,,,,2,2,1,1,,
,Derlis González,25,"71'04""",,,,,,,2,,,,,
,Yevhen Khacheridi,34,"94'10""",,,,,1,,,2,,,,
,Olexandr Shovkovskiy,1,,,,,,,,,,,,,
,Radosav Petrović,8,,,,,,,,,,,,,
,Mykola Morozyuk,9,,,,,,,,,,,,,
,Artem Kravets,22,"7'10""",,,,,1,,,,,,,
,Domagoj Vida,24,,,,,,,,,,,,,
,Vitaliy Buyalskiy,29,"26'41""",1,1,,,,,,2,,,,
,Younes Belhanda,90,"23'06""",,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"94'10""",,,,,,,,,,,,12,Iker Casillas
,,"94'10""",,,,,,,,1,,1,,2,Maxi Pereira
,,"94'10""",,,,,,,1,1,,,,3,Bruno Martins Indi
,,"94'10""",,,,,1,,1,5,,1,,4,Maicon
,,"94'10""",,,,,,,3,,,,,6,Rúben Neves
,,"78'39""",,,,,1,1,1,3,,,,8,Yacine Brahimi
,,"92'14""",2,2,,,,,3,,,1,,9,Vincent Aboubakar
,,"65'44""",,,,,,,,1,1,,,16,Hector Herrera
,,"94'10""",,,,,1,,1,4,,,,20,André André
,,"94'10""",,,,,1,,1,1,,,,21,Miguel Layún
,,"94'10""",,,,,,,1,2,,1,,22,Danilo
,,,,,,,,,,,,,,1,Helton
,,"1'56""",,,,,,,1,,,,,10,Pablo Osvaldo
,,"28'26""",,,,,,,,,,,,11,Cristian Tello
,,"15'31""",,1,,,,,1,,,,,17,Jesús Corona
,,,,,,,,,,,,,,23,Alberto Bueno
,,,,,,,,,,,,,,25,Giannelli Imbula
,,,,,,,,,,,,,,28,Aly Cissokho
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:17:52CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,17 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
