Player Summary Statistics,,,,,,,,,,,,,,,
Matchday 1 - Wednesday 16 September 2015,,,,,,,,,,,,,,,
Group E - BayArena - Leverkusen,,,,,,,,,,,,,,,
,Bayer 04 Leverkusen,,,,,,4 - 1,,,,,FC BATE Borisov,,,
,,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,
,Bernd Leno,1,"95'29""",,,,,,,,,,,,
,Jonathan Tah,4,"95'29""",,,,,1,,1,,,,,
,Kyriakos Papadopoulos,5,"95'29""",,1,,,,,,,,1,,
,Javier Hernández,7,"74'19""",1,3,,,,3,2,1,,,,
,Lars Bender,8,"43'34""",,,,,,,1,,,,,
,Hakan Çalhanoğlu,10,"79'51""",2,2,,,,3,,1,,,,
,Roberto Hilbert,13,"95'29""",,,,,,1,1,,,,,
,Admir Mehmedi,14,"95'29""",1,1,,,1,,,2,,,,
,Wendell,18,"95'29""",,,,,,1,1,1,,,,
,Karim Bellarabi,38,"95'29""",,,,,,,2,1,2,,,
,Kevin Kampl,44,"95'29""",,2,,,1,,1,2,,,,
,Dario Krešić,25,,,,,,,,,,,,,
,André Ramalho,2,,,,,,,,,,,,,
,Stefan Kiessling,11,"21'10""",,,,,1,,,2,,,,
,Sebastian Boenisch,17,,,,,,,,,,,,,
,Julian Brandt,19,"15'38""",,,,,,,,,,,,
,Christoph Kramer,23,"51'56""",,,,,,,,,,,,
,Giulio Donati,26,,,,,,,,,,,,,
,,M,G,T,P,B,W,AB,FC,FS,O,Y,R,,
,,"95'29""",,,,,,,,,,,,16,Sergei Chernik
,,"95'29""",,,,,,,,,,,,4,Kaspars Dubra
,,"95'29""",,,,,,,1,,,,,9,Ilya Aleksievich
,,"95'29""",,,,,,,,1,1,1,,13,Nikolai Signevich
,,"95'29""",1,1,,,,,,2,,,,19,Nemanja Milunović
,,"95'29""",,,,,,,3,1,,,,22,Igor Stasevich
,,"95'29""",,1,,,,,1,2,,1,,25,Filip Mladenović
,,"95'29""",,,,,,,1,,,,,33,Denis Polyakov
,,"62'30""",,,,,,,1,,,1,,55,Dmitri Baga
,,"80'13""",,,,,,,1,,,,,62,Mikhail Gordeichuk
,,"29'24""",,,,,,,1,,,,,81,Aleksandr Hleb
,,,,,,,,,,,,,,34,Artem Soroko
,,"32'59""",,,,,,,1,,,,,7,Aleksandr Karnitski
,,"66'05""",,,,,,,1,3,,,,8,Aleksandr Volodko
,,,,,,,,,,,,,,10,Nemanja Nikolić
,,,,,,,,,,,,,,11,Aleksandar Jevtić
,,,,,,,,,,,,,,17,Aleksei Rios
,,"15'16""",,,,,,,,,,,,42,Maksim Volodko
M,Minutes played,G,Goals scored,,,T,Attempts on target,,,P,Attempts hitting post,,,,
B,Attempts hitting bar,W,Other attempts off target,,,AB,Attempts blocked,,,FC,Fouls committed,,,,01:36:49CET
FS,Fouls suffered,O,Offsides,,,Y,Yellow cards,,,R,Red cards,,,,17 Sep 2015
UEFA Media Information,,,,,,,,,,,,,,,
